user_id,account_id,role,country,days_since_last_active
usr_0000230,acc_000040,member,NZ,0
usr_0000231,acc_000041,admin,SG,27
usr_0000232,acc_000041,member,AU,25
usr_0000233,acc_000042,admin,AU,25
usr_0000234,acc_000043,admin,AU,20
usr_0000235,acc_000043,member,AU,1
usr_0000236,acc_000043,viewer,AU,32
usr_0000237,acc_000043,member,AU,9
usr_0000238,acc_000043,member,AU,6
usr_0000239,acc_000043,member,AU,0
usr_0000240,acc_000043,member,AU,8
usr_0000241,acc_000043,member,AU,25
usr_0000242,acc_000043,member,NZ,2
usr_0000243,acc_000043,viewer,AU,7
usr_0000244,acc_000043,member,AU,1
usr_0000245,acc_000043,member,NZ,17
usr_0000246,acc_000043,viewer,AU,37
usr_0000247,acc_000044,admin,AU,43
usr_0000248,acc_000045,admin,US,8
usr_0000249,acc_000045,member,AU,3
usr_0000250,acc_000046,admin,GB,3
usr_0000251,acc_000046,member,NZ,14
usr_0000252,acc_000046,member,AU,6
usr_0000253,acc_000047,admin,AU,52
usr_0000254,acc_000047,viewer,AU,2
usr_0000255,acc_000048,admin,AU,9
usr_0000256,acc_000048,member,NZ,3
usr_0000257,acc_000048,member,SG,8
usr_0000258,acc_000048,member,US,5
usr_0000259,acc_000048,member,US,21
usr_0000260,acc_000048,viewer,US,24
usr_0000261,acc_000048,viewer,AU,2
usr_0000262,acc_000049,admin,SG,18
usr_0000263,acc_000050,admin,SG,1
usr_0000264,acc_000050,viewer,SG,23
usr_0000265,acc_000051,admin,AU,0
usr_0000266,acc_000051,viewer,SG,41
usr_0000267,acc_000052,admin,AU,17
usr_0000268,acc_000052,member,AU,5
usr_0000269,acc_000052,viewer,SG,1
usr_0000270,acc_000052,viewer,AU,16
usr_0000271,acc_000052,member,AU,0
usr_0000272,acc_000052,member,NZ,56
usr_0000273,acc_000053,admin,AU,15
usr_0000274,acc_000054,admin,AU,16
usr_0000275,acc_000054,member,US,11
usr_0000276,acc_000055,admin,AU,14
usr_0000277,acc_000055,viewer,AU,23
usr_0000278,acc_000056,admin,NZ,13
usr_0000279,acc_000056,member,AU,25
usr_0000280,acc_000056,member,AU,19
usr_0000281,acc_000056,member,SG,37
usr_0000282,acc_000056,member,AU,8
usr_0000283,acc_000056,member,AU,20
usr_0000284,acc_000056,member,AU,12
usr_0000285,acc_000056,viewer,AU,6
usr_0000286,acc_000057,admin,AU,18
usr_0000287,acc_000057,member,AU,2
usr_0000288,acc_000058,admin,AU,3
usr_0000289,acc_000058,member,AU,19
usr_0000290,acc_000058,member,GB,4
usr_0000291,acc_000058,member,GB,5
usr_0000292,acc_000058,viewer,GB,5
usr_0000293,acc_000058,member,GB,7
usr_0000294,acc_000058,viewer,AU,5
usr_0000295,acc_000058,member,AU,1
usr_0000296,acc_000058,member,AU,31
usr_0000297,acc_000058,member,AU,22
usr_0000298,acc_000058,member,AU,4
usr_0000299,acc_000058,member,AU,3
usr_0000300,acc_000058,member,AU,1
usr_0000301,acc_000058,member,US,25
usr_0000302,acc_000058,member,GB,0
usr_0000303,acc_000058,member,SG,38
usr_0000304,acc_000058,member,SG,14
usr_0000305,acc_000058,member,AU,13
usr_0000306,acc_000058,viewer,US,8
usr_0000307,acc_000058,member,AU,24
usr_0000308,acc_000058,member,NZ,0
usr_0000309,acc_000058,member,AU,18
usr_0000310,acc_000058,member,GB,16
usr_0000311,acc_000058,member,AU,10
usr_0000312,acc_000058,member,GB,3
usr_0000313,acc_000058,viewer,NZ,10
usr_0000314,acc_000058,viewer,SG,29
usr_0000315,acc_000058,member,GB,81
usr_0000316,acc_000058,member,GB,56
usr_0000317,acc_000058,member,AU,28
usr_0000318,acc_000058,member,AU,11
usr_0000319,acc_000059,admin,SG,2
usr_0000320,acc_000059,member,US,16
usr_0000321,acc_000060,admin,AU,8
usr_0000322,acc_000061,admin,GB,2
usr_0000323,acc_000062,admin,SG,9
usr_0000324,acc_000062,viewer,GB,18
usr_0000325,acc_000063,admin,GB,14
usr_0000326,acc_000063,viewer,SG,26
usr_0000327,acc_000063,member,AU,23
usr_0000328,acc_000063,member,AU,20
usr_0000329,acc_000063,member,AU,51
usr_0000330,acc_000063,member,GB,14
usr_0000331,acc_000063,member,AU,11
usr_0000332,acc_000063,member,AU,30
usr_0000333,acc_000064,admin,GB,1
usr_0000334,acc_000064,member,NZ,2
usr_0000335,acc_000064,member,SG,24
usr_0000336,acc_000064,viewer,AU,26
usr_0000337,acc_000064,viewer,AU,4
usr_0000338,acc_000064,member,AU,4
usr_0000339,acc_000064,viewer,AU,15
usr_0000340,acc_000064,viewer,AU,23
usr_0000341,acc_000064,member,AU,32
usr_0000342,acc_000064,member,AU,33
usr_0000343,acc_000064,viewer,US,16
usr_0000344,acc_000064,viewer,NZ,29
usr_0000345,acc_000064,viewer,AU,1
usr_0000346,acc_000064,member,GB,1
usr_0000347,acc_000064,member,GB,5
usr_0000348,acc_000064,viewer,AU,3
usr_0000349,acc_000064,viewer,AU,10
usr_0000350,acc_000064,member,NZ,7
usr_0000351,acc_000064,viewer,AU,29
usr_0000352,acc_000064,viewer,AU,14
usr_0000353,acc_000064,viewer,SG,14
usr_0000354,acc_000064,member,AU,10
usr_0000355,acc_000064,viewer,AU,5
usr_0000356,acc_000064,viewer,SG,6
usr_0000357,acc_000065,admin,US,4
usr_0000358,acc_000065,member,SG,3
usr_0000359,acc_000066,admin,SG,43
usr_0000360,acc_000067,admin,GB,16
usr_0000361,acc_000068,admin,AU,9
usr_0000362,acc_000069,admin,SG,0
usr_0000363,acc_000070,admin,SG,18
usr_0000364,acc_000071,admin,AU,17
usr_0000365,acc_000072,admin,AU,0
usr_0000366,acc_000072,member,GB,22
usr_0000367,acc_000073,admin,AU,3
usr_0000368,acc_000073,member,GB,56
usr_0000369,acc_000073,viewer,AU,2
usr_0000370,acc_000073,member,SG,30
usr_0000371,acc_000073,member,AU,22
usr_0000372,acc_000073,member,SG,11
usr_0000373,acc_000073,member,AU,6
usr_0000374,acc_000073,member,NZ,14
usr_0000375,acc_000073,member,AU,29
usr_0000376,acc_000073,member,SG,0
usr_0000377,acc_000073,member,NZ,2
usr_0000378,acc_000073,member,AU,19
usr_0000379,acc_000073,member,SG,11
usr_0000380,acc_000073,member,AU,15
usr_0000381,acc_000074,admin,AU,1
usr_0000382,acc_000074,member,US,19
usr_0000383,acc_000074,member,AU,31
usr_0000384,acc_000074,viewer,SG,1
usr_0000385,acc_000074,member,NZ,25
usr_0000386,acc_000074,member,AU,28
usr_0000387,acc_000075,admin,NZ,4
usr_0000388,acc_000076,admin,AU,1
usr_0000389,acc_000077,admin,GB,12
usr_0000390,acc_000077,viewer,AU,7
usr_0000391,acc_000078,admin,AU,13
usr_0000392,acc_000079,admin,US,4
usr_0000393,acc_000079,viewer,NZ,12
usr_0000394,acc_000079,member,GB,4
usr_0000395,acc_000080,admin,AU,29
usr_0000396,acc_000080,member,AU,15
usr_0000397,acc_000080,member,SG,1
usr_0000398,acc_000080,member,SG,6
usr_0000399,acc_000080,member,AU,46
usr_0000400,acc_000080,member,GB,20
usr_0000401,acc_000080,member,GB,14
usr_0000402,acc_000080,member,SG,9
usr_0000403,acc_000080,member,AU,71
usr_0000404,acc_000080,viewer,US,14
usr_0000405,acc_000081,admin,SG,0
usr_0000406,acc_000081,viewer,AU,25
usr_0000407,acc_000081,member,AU,13
usr_0000408,acc_000081,member,US,19
usr_0000409,acc_000081,member,AU,13
usr_0000410,acc_000081,viewer,AU,27
usr_0000411,acc_000081,member,NZ,11
usr_0000412,acc_000081,member,AU,19
usr_0000413,acc_000081,member,AU,11
usr_0000414,acc_000081,viewer,AU,4
usr_0000415,acc_000082,admin,AU,12
usr_0000416,acc_000083,admin,AU,3
usr_0000417,acc_000083,member,US,21
usr_0000418,acc_000083,viewer,AU,1
usr_0000419,acc_000083,viewer,NZ,41
usr_0000420,acc_000083,member,AU,11
usr_0000421,acc_000083,viewer,GB,5
usr_0000422,acc_000083,member,AU,4
usr_0000423,acc_000083,member,NZ,21
usr_0000424,acc_000083,member,NZ,1
usr_0000425,acc_000083,member,AU,20
usr_0000426,acc_000083,member,GB,3
usr_0000427,acc_000083,member,AU,4
usr_0000428,acc_000083,viewer,NZ,16
usr_0000429,acc_000083,viewer,GB,10
usr_0000430,acc_000083,viewer,AU,11
usr_0000431,acc_000084,admin,AU,7
usr_0000432,acc_000084,member,NZ,1
usr_0000433,acc_000084,member,AU,0
usr_0000434,acc_000085,admin,GB,1
usr_0000435,acc_000085,viewer,AU,5
usr_0000436,acc_000085,viewer,SG,9
usr_0000437,acc_000086,admin,AU,17
usr_0000438,acc_000086,member,AU,6
usr_0000439,acc_000087,admin,AU,88
usr_0000440,acc_000087,viewer,NZ,1
usr_0000441,acc_000087,member,AU,4
usr_0000442,acc_000087,member,GB,13
usr_0000443,acc_000087,member,AU,15
usr_0000444,acc_000087,member,SG,24
usr_0000445,acc_000087,member,AU,13
usr_0000446,acc_000087,member,AU,15
usr_0000447,acc_000087,member,NZ,25
usr_0000448,acc_000087,viewer,GB,3
usr_0000449,acc_000087,member,US,5
usr_0000450,acc_000087,member,AU,0
usr_0000451,acc_000087,member,NZ,20
usr_0000452,acc_000087,member,GB,2
usr_0000453,acc_000087,member,NZ,17
usr_0000454,acc_000087,member,AU,10
usr_0000455,acc_000087,member,GB,4
usr_0000456,acc_000087,member,SG,8
usr_0000457,acc_000087,member,AU,1
usr_0000458,acc_000087,member,AU,3
usr_0000459,acc_000087,member,GB,5
usr_0000460,acc_000087,member,US,23
usr_0000461,acc_000087,member,AU,20
usr_0000462,acc_000087,viewer,AU,12
usr_0000463,acc_000087,member,AU,12
usr_0000464,acc_000087,viewer,SG,0
usr_0000465,acc_000087,member,NZ,8
usr_0000466,acc_000087,member,AU,18
usr_0000467,acc_000088,admin,AU,13
usr_0000468,acc_000088,member,AU,1
usr_0000469,acc_000088,member,AU,21
usr_0000470,acc_000088,member,US,37
usr_0000471,acc_000088,viewer,AU,8
usr_0000472,acc_000088,member,NZ,43
usr_0000473,acc_000088,viewer,SG,5
usr_0000474,acc_000088,member,AU,0
usr_0000475,acc_000088,viewer,AU,16
usr_0000476,acc_000089,admin,GB,9
usr_0000477,acc_000089,member,AU,19
usr_0000478,acc_000089,member,NZ,1
usr_0000479,acc_000089,member,GB,7
usr_0000480,acc_000089,member,AU,3
usr_0000481,acc_000089,viewer,GB,3
usr_0000482,acc_000089,viewer,AU,23
usr_0000483,acc_000089,viewer,AU,20
usr_0000484,acc_000089,member,AU,15
usr_0000485,acc_000089,member,NZ,6
usr_0000486,acc_000089,member,AU,0
usr_0000487,acc_000089,member,GB,54
usr_0000488,acc_000089,member,GB,16
usr_0000489,acc_000089,member,AU,1
usr_0000490,acc_000089,member,AU,0
usr_0000491,acc_000089,viewer,AU,7
usr_0000492,acc_000089,member,NZ,11
usr_0000493,acc_000089,member,AU,0
usr_0000494,acc_000089,member,NZ,6
usr_0000495,acc_000089,member,AU,9
usr_0000496,acc_000089,member,AU,30
usr_0000497,acc_000089,member,NZ,12
usr_0000498,acc_000089,member,AU,28
usr_0000499,acc_000089,member,US,24
usr_0000500,acc_000089,member,AU,5
usr_0000501,acc_000090,admin,AU,18
usr_0000502,acc_000090,member,AU,45
usr_0000503,acc_000090,member,AU,16
usr_0000504,acc_000091,admin,AU,21
usr_0000505,acc_000091,viewer,AU,4
usr_0000506,acc_000091,member,NZ,0
usr_0000507,acc_000091,member,AU,3
usr_0000508,acc_000091,member,GB,0
usr_0000509,acc_000091,viewer,AU,61
usr_0000510,acc_000091,member,GB,42
usr_0000511,acc_000091,member,NZ,1
usr_0000512,acc_000091,viewer,AU,76
usr_0000513,acc_000091,member,NZ,13
usr_0000514,acc_000091,member,US,15
usr_0000515,acc_000092,admin,SG,40
usr_0000516,acc_000092,viewer,SG,1
usr_0000517,acc_000093,admin,NZ,4
usr_0000518,acc_000093,member,SG,5
usr_0000519,acc_000094,admin,US,1
usr_0000520,acc_000094,member,AU,20
usr_0000521,acc_000095,admin,GB,6
usr_0000522,acc_000095,member,AU,5
usr_0000523,acc_000096,admin,AU,14
usr_0000524,acc_000096,member,AU,0
usr_0000525,acc_000097,admin,AU,12
usr_0000526,acc_000098,admin,AU,24
usr_0000527,acc_000098,member,AU,2
usr_0000528,acc_000099,admin,SG,12
usr_0000529,acc_000099,member,SG,20
usr_0000530,acc_000099,viewer,AU,13
usr_0000531,acc_000099,member,US,2
usr_0000532,acc_000100,admin,AU,15
usr_0000533,acc_000100,member,AU,1
usr_0000534,acc_000100,member,SG,25
usr_0000535,acc_000100,member,SG,20
usr_0000536,acc_000100,viewer,AU,7
usr_0000537,acc_000100,member,AU,0
usr_0000538,acc_000100,member,AU,42
usr_0000539,acc_000100,viewer,AU,6
usr_0000540,acc_000100,viewer,AU,4
usr_0000541,acc_000101,admin,AU,1
usr_0000542,acc_000102,admin,SG,25
usr_0000543,acc_000102,member,AU,10
usr_0000544,acc_000103,admin,SG,4
usr_0000545,acc_000103,member,AU,20
usr_0000546,acc_000104,admin,AU,9
usr_0000547,acc_000104,member,AU,8
usr_0000548,acc_000104,viewer,AU,28
usr_0000549,acc_000104,viewer,GB,28
usr_0000550,acc_000104,member,US,17
usr_0000551,acc_000105,admin,SG,9
usr_0000552,acc_000105,viewer,AU,13
usr_0000553,acc_000105,viewer,AU,18
usr_0000554,acc_000106,admin,AU,23
usr_0000555,acc_000106,member,AU,3
usr_0000556,acc_000107,admin,SG,7
usr_0000557,acc_000107,member,AU,10
usr_0000558,acc_000108,admin,SG,17
usr_0000559,acc_000108,member,AU,22
usr_0000560,acc_000109,admin,AU,5
usr_0000561,acc_000109,viewer,AU,40
usr_0000562,acc_000110,admin,AU,13
usr_0000563,acc_000111,admin,AU,0
usr_0000564,acc_000111,member,AU,0
usr_0000565,acc_000111,member,AU,17
usr_0000566,acc_000112,admin,NZ,2
usr_0000567,acc_000112,viewer,US,30
usr_0000568,acc_000112,viewer,GB,0
usr_0000569,acc_000112,viewer,GB,42
usr_0000570,acc_000112,viewer,GB,10
usr_0000571,acc_000113,admin,AU,42
usr_0000572,acc_000114,admin,AU,17
usr_0000573,acc_000115,admin,US,12
usr_0000574,acc_000116,admin,AU,68
usr_0000575,acc_000116,viewer,AU,23
usr_0000576,acc_000116,member,AU,13
usr_0000577,acc_000116,member,AU,17
usr_0000578,acc_000116,member,NZ,16
usr_0000579,acc_000117,admin,AU,4
usr_0000580,acc_000117,viewer,GB,4
usr_0000581,acc_000117,member,AU,39
usr_0000582,acc_000117,member,GB,36
usr_0000583,acc_000117,viewer,AU,4
usr_0000584,acc_000117,member,AU,4
usr_0000585,acc_000117,member,US,9
usr_0000586,acc_000117,member,AU,7
usr_0000587,acc_000117,member,AU,33
usr_0000588,acc_000117,member,NZ,9
usr_0000589,acc_000118,admin,NZ,31
usr_0000590,acc_000119,admin,SG,2
usr_0000591,acc_000119,viewer,AU,7
usr_0000592,acc_000120,admin,GB,1
usr_0000593,acc_000120,member,AU,22
usr_0000594,acc_000120,viewer,AU,1
usr_0000595,acc_000120,viewer,US,22
usr_0000596,acc_000120,member,NZ,17
usr_0000597,acc_000120,viewer,AU,55
usr_0000598,acc_000120,member,SG,6
usr_0000599,acc_000121,admin,GB,0
usr_0000600,acc_000122,admin,AU,5
usr_0000601,acc_000123,admin,NZ,1
usr_0000602,acc_000124,admin,AU,14
usr_0000603,acc_000124,member,NZ,0
usr_0000604,acc_000124,member,NZ,5
usr_0000605,acc_000125,admin,SG,6
usr_0000606,acc_000126,admin,NZ,5
usr_0000607,acc_000126,viewer,SG,33
usr_0000608,acc_000126,member,AU,41
usr_0000609,acc_000126,member,NZ,11
usr_0000610,acc_000126,member,AU,3
usr_0000611,acc_000126,member,NZ,1
usr_0000612,acc_000126,member,AU,7
usr_0000613,acc_000126,member,NZ,4
usr_0000614,acc_000126,viewer,AU,20
usr_0000615,acc_000126,member,GB,9
usr_0000616,acc_000126,member,SG,35
usr_0000617,acc_000126,viewer,AU,11
usr_0000618,acc_000126,member,SG,0
usr_0000619,acc_000126,member,NZ,16
usr_0000620,acc_000126,viewer,GB,0
usr_0000621,acc_000126,member,AU,0
usr_0000622,acc_000126,viewer,AU,33
usr_0000623,acc_000126,member,NZ,4
usr_0000624,acc_000126,member,AU,34
usr_0000625,acc_000126,viewer,GB,2
usr_0000626,acc_000126,member,US,12
usr_0000627,acc_000126,member,AU,6
usr_0000628,acc_000126,member,AU,1
usr_0000629,acc_000126,member,AU,8
usr_0000630,acc_000126,viewer,AU,16
usr_0000631,acc_000127,admin,AU,21
usr_0000632,acc_000127,member,AU,15
usr_0000633,acc_000128,admin,US,15
usr_0000634,acc_000129,admin,AU,8
usr_0000635,acc_000129,member,NZ,15
usr_0000636,acc_000129,viewer,US,16
usr_0000637,acc_000130,admin,AU,11
usr_0000638,acc_000130,member,GB,0
usr_0000639,acc_000131,admin,AU,0
usr_0000640,acc_000131,viewer,AU,6
usr_0000641,acc_000132,admin,AU,9
usr_0000642,acc_000132,viewer,AU,3
usr_0000643,acc_000132,member,AU,18
usr_0000644,acc_000132,member,AU,17
usr_0000645,acc_000132,member,NZ,0
usr_0000646,acc_000132,member,AU,43
usr_0000647,acc_000132,viewer,AU,42
usr_0000648,acc_000132,member,SG,32
usr_0000649,acc_000132,member,NZ,72
usr_0000650,acc_000132,member,AU,59
usr_0000651,acc_000132,member,SG,36
usr_0000652,acc_000132,member,AU,11
usr_0000653,acc_000132,member,SG,10
usr_0000654,acc_000132,member,AU,6
usr_0000655,acc_000132,viewer,AU,1
usr_0000656,acc_000133,admin,GB,32
usr_0000657,acc_000133,member,AU,0
usr_0000658,acc_000134,admin,AU,62
usr_0000659,acc_000135,admin,SG,7
usr_0000660,acc_000135,viewer,GB,1
usr_0000661,acc_000136,admin,AU,21
usr_0000662,acc_000136,member,AU,32
usr_0000663,acc_000137,admin,AU,5
usr_0000664,acc_000137,member,AU,8
usr_0000665,acc_000137,viewer,AU,12
usr_0000666,acc_000137,viewer,AU,4
usr_0000667,acc_000137,member,AU,45
usr_0000668,acc_000138,admin,SG,6
usr_0000669,acc_000139,admin,AU,16
usr_0000670,acc_000139,viewer,AU,4
usr_0000671,acc_000140,admin,SG,28
