event_id,user_id,account_id,feature_name,training_type,event_type,timestamp
evt_00000030,usr_0000000,acc_000000,sso_login,,abandoned,2025-02-28 11:12:14
evt_00000031,usr_0000001,acc_000000,audit_report,skills,used,2023-06-25 19:25:53
evt_00000032,usr_0000001,acc_000000,reminder_automation,,used,2023-02-04 07:07:08
evt_00000033,usr_0000001,acc_000000,hris_sync,,used,2023-06-04 08:19:39
evt_00000034,usr_0000001,acc_000000,hris_sync,,abandoned,2023-02-21 08:10:05
evt_00000035,usr_0000001,acc_000000,course_builder,onboarding,used,2023-06-10 01:10:10
evt_00000036,usr_0000000,acc_000000,reminder_automation,,used,2024-09-08 08:52:59
evt_00000037,usr_0000000,acc_000000,bulk_assign,safety,used,2023-08-24 17:42:48
evt_00000038,usr_0000001,acc_000000,custom_branding,,blocked,2024-11-17 05:23:28
evt_00000039,usr_0000000,acc_000000,reminder_automation,,used,2024-10-04 12:15:10
evt_00000040,usr_0000001,acc_000000,reminder_automation,,used,2024-06-01 14:35:22
evt_00000041,usr_0000000,acc_000000,custom_branding,,abandoned,2023-02-05 08:10:15
evt_00000042,usr_0000000,acc_000000,sso_login,,blocked,2024-12-07 07:57:42
evt_00000043,usr_0000001,acc_000000,custom_branding,,blocked,2024-10-22 15:59:34
evt_00000044,usr_0000001,acc_000000,certification_tracker,safety,used,2024-10-04 08:23:54
evt_00000045,usr_0000000,acc_000000,course_builder,compliance,used,2024-05-03 04:38:25
evt_00000046,usr_0000001,acc_000000,reminder_automation,,used,2024-06-28 18:24:22
evt_00000047,usr_0000000,acc_000000,course_builder,onboarding,used,2023-08-05 11:10:17
evt_00000048,usr_0000000,acc_000000,bulk_assign,safety,abandoned,2024-03-08 20:40:44
evt_00000049,usr_0000000,acc_000000,custom_branding,,abandoned,2024-04-05 05:29:09
evt_00000050,usr_0000001,acc_000000,bulk_assign,onboarding,used,2023-07-16 00:33:43
evt_00000051,usr_0000000,acc_000000,audit_report,onboarding,used,2023-02-09 23:33:10
evt_00000052,usr_0000001,acc_000000,bulk_assign,skills,used,2023-03-08 14:17:05
evt_00000053,usr_0000012,acc_000001,course_builder,skills,abandoned,2024-08-11 05:25:02
evt_00000054,usr_0000011,acc_000001,certification_tracker,compliance,used,2024-08-10 00:25:44
evt_00000055,usr_0000003,acc_000001,custom_branding,,blocked,2024-10-31 14:56:44
evt_00000056,usr_0000010,acc_000001,certification_tracker,compliance,abandoned,2025-01-31 14:29:24
evt_00000057,usr_0000005,acc_000001,custom_branding,,blocked,2024-08-23 09:36:11
evt_00000058,usr_0000008,acc_000001,certification_tracker,compliance,abandoned,2024-09-13 01:26:21
evt_00000059,usr_0000013,acc_000001,certification_tracker,compliance,used,2025-01-03 21:26:30
evt_00000060,usr_0000003,acc_000001,certification_tracker,compliance,used,2024-08-07 17:13:34
evt_00000061,usr_0000003,acc_000001,custom_branding,,blocked,2025-01-16 07:27:06
evt_00000062,usr_0000007,acc_000001,bulk_assign,onboarding,blocked,2024-08-05 05:39:50
evt_00000063,usr_0000003,acc_000001,reminder_automation,,blocked,2024-09-14 07:04:49
evt_00000064,usr_0000003,acc_000001,course_builder,compliance,abandoned,2025-01-31 00:50:27
evt_00000065,usr_0000013,acc_000001,certification_tracker,safety,abandoned,2024-09-27 00:52:01
evt_00000066,usr_0000011,acc_000001,certification_tracker,safety,abandoned,2025-01-03 02:49:33
evt_00000067,usr_0000012,acc_000001,custom_branding,,blocked,2024-08-25 13:15:34
evt_00000068,usr_0000002,acc_000001,reminder_automation,,blocked,2024-09-16 07:42:04
evt_00000069,usr_0000019,acc_000002,course_builder,safety,used,2024-11-29 09:55:18
evt_00000070,usr_0000022,acc_000002,certification_tracker,compliance,used,2024-11-22 06:15:00
evt_00000071,usr_0000023,acc_000002,hris_sync,,blocked,2025-02-09 00:45:20
evt_00000072,usr_0000021,acc_000002,certification_tracker,compliance,abandoned,2024-11-11 21:25:31
evt_00000073,usr_0000014,acc_000002,audit_report,compliance,blocked,2025-02-07 10:19:38
evt_00000074,usr_0000021,acc_000002,certification_tracker,onboarding,used,2024-10-28 21:04:47
evt_00000075,usr_0000014,acc_000002,hris_sync,,blocked,2024-11-16 16:25:17
evt_00000076,usr_0000022,acc_000002,certification_tracker,skills,used,2025-01-17 05:14:50
evt_00000077,usr_0000023,acc_000002,certification_tracker,compliance,used,2025-02-15 19:51:58
evt_00000078,usr_0000016,acc_000002,certification_tracker,compliance,used,2024-11-30 13:21:06
evt_00000079,usr_0000022,acc_000002,course_builder,onboarding,used,2024-11-03 16:29:26
evt_00000080,usr_0000021,acc_000002,certification_tracker,onboarding,used,2025-02-16 12:06:28
evt_00000081,usr_0000021,acc_000002,course_builder,onboarding,used,2024-11-03 05:07:22
evt_00000082,usr_0000021,acc_000002,certification_tracker,skills,used,2025-02-13 01:43:53
evt_00000083,usr_0000023,acc_000002,custom_branding,,blocked,2025-01-04 00:04:56
evt_00000084,usr_0000014,acc_000002,hris_sync,,blocked,2025-01-07 22:13:55
evt_00000085,usr_0000017,acc_000002,certification_tracker,compliance,abandoned,2024-11-26 03:18:54
evt_00000086,usr_0000020,acc_000002,certification_tracker,onboarding,used,2025-01-24 06:35:23
evt_00000087,usr_0000016,acc_000002,certification_tracker,compliance,used,2025-02-23 13:57:59
evt_00000088,usr_0000023,acc_000002,custom_branding,,blocked,2024-12-07 18:52:16
evt_00000089,usr_0000015,acc_000002,certification_tracker,onboarding,used,2024-11-11 06:51:02
evt_00000090,usr_0000022,acc_000002,certification_tracker,skills,used,2024-11-30 10:23:03
evt_00000091,usr_0000015,acc_000002,certification_tracker,onboarding,used,2024-12-13 21:17:50
evt_00000092,usr_0000014,acc_000002,custom_branding,,abandoned,2024-12-20 07:19:19
evt_00000093,usr_0000023,acc_000002,course_builder,compliance,abandoned,2025-02-12 02:14:07
evt_00000094,usr_0000023,acc_000002,audit_report,onboarding,blocked,2025-01-15 19:52:47
evt_00000095,usr_0000015,acc_000002,certification_tracker,compliance,used,2024-11-06 14:27:50
evt_00000096,usr_0000015,acc_000002,certification_tracker,compliance,used,2025-01-28 06:36:56
evt_00000097,usr_0000017,acc_000002,certification_tracker,onboarding,abandoned,2024-12-29 10:48:37
evt_00000098,usr_0000019,acc_000002,certification_tracker,skills,used,2025-02-23 03:27:58
evt_00000099,usr_0000019,acc_000002,course_builder,compliance,used,2024-11-05 07:35:50
evt_00000100,usr_0000017,acc_000002,certification_tracker,onboarding,used,2024-12-27 21:12:15
evt_00000101,usr_0000015,acc_000002,certification_tracker,skills,abandoned,2024-12-11 16:08:34
evt_00000102,usr_0000021,acc_000002,certification_tracker,compliance,used,2025-02-19 10:43:58
evt_00000103,usr_0000014,acc_000002,audit_report,onboarding,blocked,2024-12-09 12:46:17
evt_00000104,usr_0000015,acc_000002,certification_tracker,compliance,used,2024-11-06 00:44:54
evt_00000105,usr_0000014,acc_000002,hris_sync,,abandoned,2024-11-18 00:28:51
evt_00000106,usr_0000016,acc_000002,certification_tracker,compliance,used,2024-12-20 01:57:33
evt_00000107,usr_0000022,acc_000002,course_builder,compliance,used,2024-11-13 04:22:54
evt_00000108,usr_0000015,acc_000002,certification_tracker,skills,abandoned,2024-11-02 02:22:40
evt_00000109,usr_0000021,acc_000002,certification_tracker,compliance,used,2025-02-19 13:22:28
evt_00000110,usr_0000015,acc_000002,certification_tracker,compliance,abandoned,2025-01-02 07:14:18
evt_00000111,usr_0000023,acc_000002,bulk_assign,compliance,blocked,2025-01-09 03:09:01
evt_00000112,usr_0000017,acc_000002,certification_tracker,compliance,used,2024-12-20 12:23:33
evt_00000113,usr_0000020,acc_000002,certification_tracker,onboarding,used,2024-11-30 14:12:56
evt_00000114,usr_0000017,acc_000002,course_builder,compliance,used,2024-12-03 23:41:33
evt_00000115,usr_0000021,acc_000002,certification_tracker,safety,used,2025-01-02 19:27:10
evt_00000116,usr_0000021,acc_000002,course_builder,onboarding,used,2024-12-31 07:36:17
evt_00000117,usr_0000015,acc_000002,certification_tracker,safety,used,2025-01-24 10:17:07
evt_00000118,usr_0000021,acc_000002,course_builder,compliance,used,2025-01-18 20:54:15
evt_00000119,usr_0000022,acc_000002,certification_tracker,safety,used,2024-12-25 19:24:27
evt_00000120,usr_0000020,acc_000002,certification_tracker,compliance,used,2025-01-06 18:12:04
evt_00000121,usr_0000021,acc_000002,certification_tracker,compliance,used,2024-11-05 12:39:34
evt_00000122,usr_0000016,acc_000002,course_builder,skills,used,2025-02-23 06:31:34
evt_00000123,usr_0000021,acc_000002,certification_tracker,onboarding,abandoned,2025-01-22 07:24:39
evt_00000124,usr_0000015,acc_000002,certification_tracker,compliance,used,2025-01-08 09:52:06
evt_00000125,usr_0000019,acc_000002,certification_tracker,onboarding,used,2024-12-06 08:51:08
evt_00000126,usr_0000023,acc_000002,certification_tracker,compliance,used,2024-12-15 20:05:58
evt_00000127,usr_0000014,acc_000002,course_builder,skills,abandoned,2025-02-12 01:19:18
evt_00000128,usr_0000020,acc_000002,certification_tracker,skills,used,2024-12-21 20:46:11
evt_00000129,usr_0000023,acc_000002,certification_tracker,compliance,used,2024-12-16 17:36:23
evt_00000130,usr_0000019,acc_000002,certification_tracker,onboarding,used,2024-11-25 22:22:09
evt_00000131,usr_0000018,acc_000002,course_builder,compliance,used,2025-02-06 06:07:37
evt_00000132,usr_0000023,acc_000002,custom_branding,,blocked,2024-11-23 11:28:37
evt_00000133,usr_0000016,acc_000002,course_builder,compliance,used,2025-02-24 11:24:11
evt_00000134,usr_0000021,acc_000002,certification_tracker,compliance,used,2024-11-04 00:52:32
evt_00000135,usr_0000015,acc_000002,certification_tracker,safety,used,2025-02-15 23:46:24
evt_00000136,usr_0000024,acc_000003,reminder_automation,,used,2022-12-30 03:46:40
evt_00000137,usr_0000024,acc_000003,sso_login,,blocked,2023-04-10 19:47:12
evt_00000138,usr_0000027,acc_000003,certification_tracker,compliance,used,2023-03-04 14:49:03
evt_00000139,usr_0000028,acc_000003,bulk_assign,compliance,used,2024-04-30 22:04:19
evt_00000140,usr_0000024,acc_000003,course_builder,onboarding,used,2024-09-04 06:57:57
evt_00000141,usr_0000024,acc_000003,hris_sync,,used,2024-01-06 23:51:43
evt_00000142,usr_0000028,acc_000003,course_builder,onboarding,used,2023-09-15 19:47:18
evt_00000143,usr_0000026,acc_000003,certification_tracker,safety,used,2024-09-22 16:08:08
evt_00000144,usr_0000027,acc_000003,certification_tracker,compliance,abandoned,2024-05-30 16:54:52
evt_00000145,usr_0000027,acc_000003,certification_tracker,safety,abandoned,2024-09-20 09:27:34
evt_00000146,usr_0000025,acc_000003,certification_tracker,skills,used,2025-02-11 12:27:43
evt_00000147,usr_0000025,acc_000003,certification_tracker,safety,used,2023-05-03 18:10:33
evt_00000148,usr_0000027,acc_000003,certification_tracker,safety,used,2024-06-23 04:14:15
evt_00000149,usr_0000028,acc_000003,hris_sync,,abandoned,2024-06-06 07:29:58
evt_00000150,usr_0000026,acc_000003,bulk_assign,compliance,used,2024-04-24 04:09:37
evt_00000151,usr_0000027,acc_000003,course_builder,skills,used,2024-12-08 19:05:58
evt_00000152,usr_0000027,acc_000003,certification_tracker,skills,used,2024-04-24 06:15:41
evt_00000153,usr_0000026,acc_000003,certification_tracker,onboarding,used,2024-10-02 18:51:46
evt_00000154,usr_0000026,acc_000003,reminder_automation,,used,2023-12-29 18:25:05
evt_00000155,usr_0000026,acc_000003,custom_branding,,blocked,2023-06-15 17:52:42
evt_00000156,usr_0000028,acc_000003,course_builder,skills,used,2023-02-01 19:23:11
evt_00000157,usr_0000025,acc_000003,certification_tracker,skills,used,2023-05-17 16:28:33
evt_00000158,usr_0000028,acc_000003,certification_tracker,skills,used,2022-10-09 22:36:48
evt_00000159,usr_0000028,acc_000003,custom_branding,,blocked,2024-08-20 16:08:52
evt_00000160,usr_0000026,acc_000003,course_builder,safety,used,2025-01-02 04:28:33
evt_00000161,usr_0000024,acc_000003,certification_tracker,onboarding,used,2024-10-23 16:10:03
evt_00000162,usr_0000024,acc_000003,certification_tracker,onboarding,used,2022-11-07 10:26:16
evt_00000163,usr_0000028,acc_000003,certification_tracker,compliance,used,2023-06-09 02:54:18
evt_00000164,usr_0000027,acc_000003,certification_tracker,compliance,used,2023-06-12 20:25:33
evt_00000165,usr_0000027,acc_000003,certification_tracker,onboarding,used,2023-08-17 14:39:18
evt_00000166,usr_0000027,acc_000003,certification_tracker,compliance,abandoned,2022-11-28 03:52:18
evt_00000167,usr_0000026,acc_000003,course_builder,compliance,used,2023-10-27 05:27:37
evt_00000168,usr_0000025,acc_000003,certification_tracker,compliance,used,2024-11-28 16:03:58
evt_00000169,usr_0000024,acc_000003,hris_sync,,used,2024-09-12 00:13:39
evt_00000170,usr_0000028,acc_000003,hris_sync,,used,2023-03-15 04:59:58
evt_00000171,usr_0000024,acc_000003,bulk_assign,skills,used,2024-05-28 00:30:45
evt_00000172,usr_0000024,acc_000003,sso_login,,blocked,2024-06-24 00:35:47
evt_00000173,usr_0000027,acc_000003,course_builder,onboarding,used,2024-08-04 10:50:49
evt_00000174,usr_0000028,acc_000003,reminder_automation,,used,2023-06-30 00:12:14
evt_00000175,usr_0000027,acc_000003,certification_tracker,compliance,used,2024-08-07 12:19:30
evt_00000176,usr_0000028,acc_000003,bulk_assign,compliance,used,2024-11-07 19:50:30
evt_00000177,usr_0000024,acc_000003,course_builder,compliance,used,2023-03-25 10:02:59
evt_00000178,usr_0000025,acc_000003,certification_tracker,skills,used,2023-02-13 08:19:24
evt_00000179,usr_0000026,acc_000003,course_builder,onboarding,used,2022-11-02 13:51:52
evt_00000180,usr_0000028,acc_000003,certification_tracker,onboarding,used,2023-03-22 17:18:58
evt_00000181,usr_0000027,acc_000003,certification_tracker,skills,used,2023-05-24 15:06:19
evt_00000182,usr_0000028,acc_000003,certification_tracker,onboarding,used,2024-07-08 08:38:10
evt_00000183,usr_0000024,acc_000003,sso_login,,blocked,2023-12-12 13:38:39
evt_00000184,usr_0000024,acc_000003,reminder_automation,,used,2023-03-28 10:38:13
evt_00000185,usr_0000029,acc_000004,audit_report,compliance,blocked,2024-10-22 22:31:18
evt_00000186,usr_0000030,acc_000004,audit_report,compliance,blocked,2025-01-09 00:14:16
evt_00000187,usr_0000033,acc_000004,audit_report,safety,blocked,2024-09-10 12:47:23
evt_00000188,usr_0000033,acc_000004,hris_sync,,abandoned,2025-02-04 10:14:54
evt_00000189,usr_0000030,acc_000004,certification_tracker,skills,abandoned,2024-11-22 10:49:03
evt_00000190,usr_0000029,acc_000004,custom_branding,,blocked,2024-09-06 19:36:50
evt_00000191,usr_0000033,acc_000004,audit_report,skills,blocked,2025-01-11 23:03:51
evt_00000192,usr_0000033,acc_000004,course_builder,safety,used,2024-12-01 12:44:22
evt_00000193,usr_0000030,acc_000004,reminder_automation,,blocked,2024-08-02 06:52:55
evt_00000194,usr_0000030,acc_000004,course_builder,skills,used,2024-06-11 21:29:17
evt_00000195,usr_0000032,acc_000004,course_builder,safety,used,2025-01-27 02:40:28
evt_00000196,usr_0000030,acc_000004,audit_report,onboarding,blocked,2024-09-14 15:03:16
evt_00000197,usr_0000031,acc_000004,certification_tracker,onboarding,used,2024-07-12 15:47:26
evt_00000198,usr_0000032,acc_000004,reminder_automation,,blocked,2024-10-19 10:07:17
evt_00000199,usr_0000030,acc_000004,custom_branding,,blocked,2025-02-07 22:53:02
evt_00000200,usr_0000031,acc_000004,course_builder,safety,used,2025-02-14 13:23:22
evt_00000201,usr_0000032,acc_000004,reminder_automation,,blocked,2024-07-31 19:04:33
evt_00000202,usr_0000030,acc_000004,certification_tracker,compliance,used,2025-01-08 04:27:45
evt_00000203,usr_0000033,acc_000004,hris_sync,,blocked,2024-05-05 12:43:29
evt_00000204,usr_0000032,acc_000004,course_builder,safety,used,2024-06-15 01:38:26
evt_00000205,usr_0000032,acc_000004,reminder_automation,,blocked,2024-11-12 06:08:27
evt_00000206,usr_0000031,acc_000004,certification_tracker,compliance,used,2024-07-27 10:55:38
evt_00000207,usr_0000029,acc_000004,bulk_assign,onboarding,abandoned,2024-09-20 18:21:44
evt_00000208,usr_0000029,acc_000004,certification_tracker,skills,used,2024-06-15 17:50:10
evt_00000209,usr_0000033,acc_000004,reminder_automation,,blocked,2025-01-28 12:20:57
evt_00000210,usr_0000031,acc_000004,course_builder,onboarding,used,2024-05-20 13:53:03
evt_00000211,usr_0000031,acc_000004,certification_tracker,onboarding,used,2024-05-13 17:41:42
evt_00000212,usr_0000032,acc_000004,hris_sync,,abandoned,2025-02-04 08:06:37
evt_00000213,usr_0000031,acc_000004,certification_tracker,onboarding,abandoned,2024-07-14 10:36:27
evt_00000214,usr_0000030,acc_000004,reminder_automation,,abandoned,2024-10-22 09:43:27
evt_00000215,usr_0000031,acc_000004,certification_tracker,safety,abandoned,2024-08-13 03:26:41
evt_00000216,usr_0000030,acc_000004,bulk_assign,onboarding,blocked,2024-06-21 11:56:14
evt_00000217,usr_0000032,acc_000004,audit_report,skills,abandoned,2024-06-30 19:24:20
evt_00000218,usr_0000031,acc_000004,course_builder,safety,used,2024-07-09 11:25:14
evt_00000219,usr_0000032,acc_000004,certification_tracker,skills,used,2025-01-24 09:28:01
evt_00000220,usr_0000031,acc_000004,certification_tracker,compliance,used,2024-06-16 00:21:49
evt_00000221,usr_0000030,acc_000004,certification_tracker,safety,used,2024-05-07 17:29:49
evt_00000222,usr_0000031,acc_000004,certification_tracker,compliance,used,2024-10-12 19:59:48
evt_00000223,usr_0000035,acc_000005,certification_tracker,onboarding,used,2024-01-24 19:57:47
evt_00000224,usr_0000038,acc_000005,certification_tracker,onboarding,used,2024-05-14 05:00:21
evt_00000225,usr_0000035,acc_000005,certification_tracker,skills,used,2025-02-25 08:08:51
evt_00000226,usr_0000039,acc_000005,custom_branding,,blocked,2024-06-28 20:41:21
evt_00000227,usr_0000041,acc_000005,course_builder,onboarding,used,2025-02-12 07:04:10
evt_00000228,usr_0000037,acc_000005,course_builder,compliance,used,2024-12-19 00:38:59
evt_00000229,usr_0000035,acc_000005,certification_tracker,safety,used,2023-12-01 23:00:31
evt_00000230,usr_0000038,acc_000005,certification_tracker,compliance,used,2024-06-22 03:07:49
evt_00000231,usr_0000035,acc_000005,certification_tracker,skills,used,2024-09-10 01:52:27
evt_00000232,usr_0000034,acc_000005,course_builder,compliance,used,2024-09-10 16:09:51
evt_00000233,usr_0000039,acc_000005,custom_branding,,blocked,2025-01-20 04:21:52
evt_00000234,usr_0000036,acc_000005,reminder_automation,,blocked,2024-04-10 03:29:10
evt_00000235,usr_0000038,acc_000005,course_builder,compliance,used,2024-10-09 01:26:18
evt_00000236,usr_0000035,acc_000005,certification_tracker,safety,used,2024-12-05 05:58:39
evt_00000237,usr_0000040,acc_000005,certification_tracker,skills,used,2024-08-06 16:21:26
evt_00000238,usr_0000035,acc_000005,certification_tracker,safety,used,2024-01-13 11:35:58
evt_00000239,usr_0000035,acc_000005,certification_tracker,safety,used,2024-12-06 02:39:18
evt_00000240,usr_0000041,acc_000005,certification_tracker,skills,used,2024-02-24 08:50:30
evt_00000241,usr_0000036,acc_000005,certification_tracker,onboarding,used,2024-04-26 16:33:22
evt_00000242,usr_0000038,acc_000005,certification_tracker,compliance,used,2024-08-10 15:01:57
evt_00000243,usr_0000038,acc_000005,certification_tracker,onboarding,used,2024-04-29 05:59:11
evt_00000244,usr_0000034,acc_000005,audit_report,onboarding,blocked,2024-11-22 09:53:49
evt_00000245,usr_0000037,acc_000005,certification_tracker,onboarding,used,2024-01-01 10:43:01
evt_00000246,usr_0000038,acc_000005,certification_tracker,compliance,used,2023-12-19 03:07:00
evt_00000247,usr_0000035,acc_000005,certification_tracker,compliance,abandoned,2024-07-01 13:30:12
evt_00000248,usr_0000039,acc_000005,bulk_assign,onboarding,blocked,2024-05-25 20:09:52
evt_00000249,usr_0000035,acc_000005,certification_tracker,onboarding,used,2024-03-01 02:55:59
evt_00000250,usr_0000034,acc_000005,audit_report,compliance,abandoned,2023-11-17 18:03:04
evt_00000251,usr_0000034,acc_000005,certification_tracker,compliance,used,2024-06-06 22:15:40
evt_00000252,usr_0000035,acc_000005,certification_tracker,compliance,used,2024-01-25 05:38:01
evt_00000253,usr_0000034,acc_000005,course_builder,safety,used,2023-12-23 20:39:50
evt_00000254,usr_0000039,acc_000005,reminder_automation,,abandoned,2024-02-09 12:04:53
evt_00000255,usr_0000041,acc_000005,course_builder,safety,used,2023-12-24 18:44:36
evt_00000256,usr_0000038,acc_000005,certification_tracker,skills,used,2024-01-28 22:35:14
evt_00000257,usr_0000041,acc_000005,certification_tracker,onboarding,used,2024-11-14 19:46:29
evt_00000258,usr_0000034,acc_000005,sso_login,,abandoned,2023-11-03 15:55:30
evt_00000259,usr_0000038,acc_000005,course_builder,compliance,used,2023-11-05 11:58:22
evt_00000260,usr_0000039,acc_000005,certification_tracker,safety,used,2024-11-07 20:21:21
evt_00000261,usr_0000039,acc_000005,certification_tracker,compliance,used,2023-12-26 20:43:26
evt_00000262,usr_0000037,acc_000005,certification_tracker,onboarding,used,2024-01-04 22:33:21
evt_00000263,usr_0000036,acc_000005,bulk_assign,compliance,blocked,2024-12-02 04:09:05
evt_00000264,usr_0000040,acc_000005,course_builder,onboarding,used,2024-02-28 02:25:34
evt_00000265,usr_0000039,acc_000005,reminder_automation,,abandoned,2024-07-07 18:01:42
evt_00000266,usr_0000041,acc_000005,certification_tracker,compliance,used,2024-08-29 23:22:07
evt_00000267,usr_0000039,acc_000005,sso_login,,blocked,2023-11-13 12:54:50
evt_00000268,usr_0000034,acc_000005,reminder_automation,,blocked,2024-05-27 00:08:19
evt_00000269,usr_0000038,acc_000005,course_builder,safety,used,2024-02-05 10:01:39
evt_00000270,usr_0000034,acc_000005,certification_tracker,compliance,abandoned,2023-12-26 08:51:20
evt_00000271,usr_0000040,acc_000005,certification_tracker,skills,used,2024-03-01 06:16:13
evt_00000272,usr_0000044,acc_000006,certification_tracker,safety,used,2024-12-13 09:45:30
evt_00000273,usr_0000042,acc_000006,bulk_assign,safety,blocked,2024-07-01 06:37:40
evt_00000274,usr_0000042,acc_000006,bulk_assign,onboarding,blocked,2025-02-05 01:23:17
evt_00000275,usr_0000044,acc_000006,certification_tracker,skills,used,2025-02-23 14:37:46
evt_00000276,usr_0000043,acc_000006,custom_branding,,abandoned,2024-11-25 00:47:42
evt_00000277,usr_0000042,acc_000006,course_builder,onboarding,used,2024-11-02 08:20:11
evt_00000278,usr_0000043,acc_000006,custom_branding,,blocked,2024-11-03 09:05:12
evt_00000279,usr_0000043,acc_000006,course_builder,onboarding,used,2024-10-16 06:42:21
evt_00000280,usr_0000043,acc_000006,reminder_automation,,abandoned,2025-02-22 11:49:00
evt_00000281,usr_0000042,acc_000006,certification_tracker,onboarding,used,2024-11-20 06:34:25
evt_00000282,usr_0000044,acc_000006,certification_tracker,safety,used,2024-06-30 16:04:24
evt_00000283,usr_0000044,acc_000006,certification_tracker,onboarding,used,2024-07-09 05:47:04
evt_00000284,usr_0000044,acc_000006,certification_tracker,skills,used,2024-11-14 03:15:17
evt_00000285,usr_0000043,acc_000006,course_builder,compliance,used,2024-12-02 14:25:50
evt_00000286,usr_0000042,acc_000006,certification_tracker,compliance,used,2024-09-26 10:11:02
evt_00000287,usr_0000042,acc_000006,reminder_automation,,blocked,2025-01-11 17:56:13
evt_00000288,usr_0000043,acc_000006,certification_tracker,compliance,used,2024-08-30 00:02:50
evt_00000289,usr_0000043,acc_000006,reminder_automation,,abandoned,2024-12-07 16:32:46
evt_00000290,usr_0000044,acc_000006,certification_tracker,safety,used,2024-12-18 02:45:33
evt_00000291,usr_0000044,acc_000006,certification_tracker,compliance,abandoned,2025-01-11 06:31:45
evt_00000292,usr_0000042,acc_000006,custom_branding,,blocked,2024-07-23 18:47:54
evt_00000293,usr_0000042,acc_000006,audit_report,onboarding,blocked,2024-12-13 12:07:10
evt_00000294,usr_0000043,acc_000006,bulk_assign,skills,blocked,2024-11-06 13:18:42
evt_00000295,usr_0000043,acc_000006,course_builder,onboarding,used,2024-09-14 16:49:58
evt_00000296,usr_0000043,acc_000006,bulk_assign,onboarding,blocked,2024-12-15 12:34:39
evt_00000297,usr_0000042,acc_000006,hris_sync,,blocked,2025-02-26 09:14:26
evt_00000298,usr_0000043,acc_000006,certification_tracker,compliance,abandoned,2025-01-21 08:39:06
evt_00000299,usr_0000042,acc_000006,hris_sync,,abandoned,2024-10-25 15:19:06
evt_00000300,usr_0000044,acc_000006,course_builder,onboarding,used,2025-01-04 13:29:50
evt_00000301,usr_0000043,acc_000006,course_builder,skills,used,2024-11-05 22:31:55
evt_00000302,usr_0000042,acc_000006,hris_sync,,abandoned,2024-09-07 11:42:18
evt_00000303,usr_0000044,acc_000006,certification_tracker,skills,used,2024-09-26 06:38:43
evt_00000304,usr_0000043,acc_000006,custom_branding,,blocked,2024-07-22 18:51:38
evt_00000305,usr_0000043,acc_000006,course_builder,safety,used,2024-11-30 01:43:37
evt_00000306,usr_0000043,acc_000006,custom_branding,,blocked,2024-10-21 06:54:14
