user_id,account_id,role,country,days_since_last_active
usr_0000188,acc_000026,learner,NZ,35
usr_0000189,acc_000026,manager,AU,36
usr_0000190,acc_000026,learner,AU,95
usr_0000191,acc_000026,manager,US,168
usr_0000192,acc_000026,manager,AU,95
usr_0000193,acc_000026,learner,AU,134
usr_0000194,acc_000026,learner,AU,113
usr_0000195,acc_000026,manager,GB,106
usr_0000196,acc_000026,learner,AU,135
usr_0000197,acc_000026,learner,AU,60
usr_0000198,acc_000026,manager,AU,182
usr_0000199,acc_000027,admin,NZ,48
usr_0000200,acc_000027,learner,US,17
usr_0000201,acc_000027,manager,NZ,26
usr_0000202,acc_000027,manager,AU,40
usr_0000203,acc_000027,manager,US,17
usr_0000204,acc_000027,learner,SG,6
usr_0000205,acc_000027,manager,SG,50
usr_0000206,acc_000028,admin,AU,26
usr_0000207,acc_000028,learner,GB,32
usr_0000208,acc_000028,manager,US,23
usr_0000209,acc_000029,admin,US,50
usr_0000210,acc_000029,manager,US,58
usr_0000211,acc_000029,learner,AU,52
usr_0000212,acc_000029,learner,GB,18
usr_0000213,acc_000029,learner,AU,3
usr_0000214,acc_000029,learner,NZ,38
usr_0000215,acc_000029,manager,GB,22
usr_0000216,acc_000029,learner,AU,53
usr_0000217,acc_000029,learner,AU,47
usr_0000218,acc_000029,learner,AU,5
usr_0000219,acc_000029,learner,AU,8
usr_0000220,acc_000029,learner,US,56
usr_0000221,acc_000029,learner,SG,51
usr_0000222,acc_000029,manager,GB,21
usr_0000223,acc_000029,learner,US,45
usr_0000224,acc_000029,learner,AU,20
usr_0000225,acc_000029,manager,NZ,38
usr_0000226,acc_000029,manager,US,8
usr_0000227,acc_000029,learner,AU,30
usr_0000228,acc_000029,manager,AU,11
usr_0000229,acc_000029,learner,US,45
usr_0000230,acc_000029,learner,AU,5
usr_0000231,acc_000029,learner,SG,4
usr_0000232,acc_000029,learner,US,52
usr_0000233,acc_000029,learner,GB,22
usr_0000234,acc_000030,admin,GB,22
usr_0000235,acc_000030,learner,GB,51
usr_0000236,acc_000030,learner,AU,29
usr_0000237,acc_000030,learner,AU,0
usr_0000238,acc_000030,manager,AU,17
usr_0000239,acc_000031,admin,AU,52
usr_0000240,acc_000031,learner,AU,45
usr_0000241,acc_000031,manager,US,23
usr_0000242,acc_000031,manager,NZ,45
usr_0000243,acc_000031,learner,AU,12
usr_0000244,acc_000031,learner,SG,7
usr_0000245,acc_000031,learner,SG,31
usr_0000246,acc_000031,manager,AU,47
usr_0000247,acc_000031,learner,GB,36
usr_0000248,acc_000031,manager,SG,47
usr_0000249,acc_000031,manager,AU,36
usr_0000250,acc_000031,learner,US,46
usr_0000251,acc_000031,learner,AU,43
usr_0000252,acc_000031,manager,US,43
usr_0000253,acc_000031,learner,AU,35
usr_0000254,acc_000031,learner,AU,27
usr_0000255,acc_000031,learner,US,3
usr_0000256,acc_000031,learner,AU,54
usr_0000257,acc_000031,learner,AU,43
usr_0000258,acc_000032,admin,NZ,23
usr_0000259,acc_000032,learner,AU,46
usr_0000260,acc_000032,manager,AU,26
usr_0000261,acc_000032,learner,AU,25
usr_0000262,acc_000032,manager,AU,36
usr_0000263,acc_000032,learner,US,14
usr_0000264,acc_000032,learner,NZ,4
usr_0000265,acc_000032,learner,AU,21
usr_0000266,acc_000032,manager,SG,6
usr_0000267,acc_000032,manager,NZ,1
usr_0000268,acc_000032,learner,SG,21
usr_0000269,acc_000032,learner,AU,30
usr_0000270,acc_000033,admin,US,53
usr_0000271,acc_000033,manager,AU,50
usr_0000272,acc_000033,manager,AU,38
usr_0000273,acc_000033,learner,GB,40
usr_0000274,acc_000033,learner,AU,3
usr_0000275,acc_000033,learner,AU,56
usr_0000276,acc_000033,learner,AU,8
usr_0000277,acc_000033,manager,GB,3
usr_0000278,acc_000033,manager,SG,4
usr_0000279,acc_000033,manager,AU,3
usr_0000280,acc_000033,manager,AU,6
usr_0000281,acc_000033,learner,NZ,55
usr_0000282,acc_000033,learner,GB,0
usr_0000283,acc_000033,learner,NZ,27
usr_0000284,acc_000033,learner,SG,21
usr_0000285,acc_000034,admin,NZ,21
usr_0000286,acc_000034,learner,AU,0
usr_0000287,acc_000035,admin,SG,53
usr_0000288,acc_000035,manager,SG,40
usr_0000289,acc_000035,learner,AU,30
usr_0000290,acc_000035,learner,NZ,15
usr_0000291,acc_000035,manager,AU,8
usr_0000292,acc_000036,admin,SG,32
usr_0000293,acc_000036,learner,GB,19
usr_0000294,acc_000036,learner,SG,9
usr_0000295,acc_000036,manager,AU,21
usr_0000296,acc_000036,manager,US,33
usr_0000297,acc_000036,learner,GB,3
usr_0000298,acc_000036,manager,GB,35
usr_0000299,acc_000036,learner,NZ,12
usr_0000300,acc_000037,admin,SG,12
usr_0000301,acc_000037,learner,AU,42
usr_0000302,acc_000037,learner,GB,29
usr_0000303,acc_000038,admin,GB,178
usr_0000304,acc_000038,learner,AU,106
usr_0000305,acc_000038,learner,AU,146
usr_0000306,acc_000038,learner,US,156
usr_0000307,acc_000038,manager,AU,87
usr_0000308,acc_000038,learner,NZ,84
usr_0000309,acc_000039,admin,NZ,49
usr_0000310,acc_000039,learner,AU,47
usr_0000311,acc_000039,learner,NZ,52
usr_0000312,acc_000039,learner,AU,4
usr_0000313,acc_000039,learner,SG,9
usr_0000314,acc_000039,manager,AU,37
usr_0000315,acc_000039,learner,AU,1
usr_0000316,acc_000039,manager,AU,14
usr_0000317,acc_000039,learner,GB,21
usr_0000318,acc_000039,learner,AU,12
usr_0000319,acc_000039,manager,GB,58
usr_0000320,acc_000039,manager,GB,8
usr_0000321,acc_000039,learner,GB,7
usr_0000322,acc_000039,manager,AU,29
usr_0000323,acc_000039,manager,GB,42
usr_0000324,acc_000040,admin,US,51
usr_0000325,acc_000040,learner,US,56
usr_0000326,acc_000040,learner,AU,56
usr_0000327,acc_000041,admin,GB,12
usr_0000328,acc_000041,learner,GB,20
usr_0000329,acc_000041,learner,US,15
usr_0000330,acc_000042,admin,GB,37
usr_0000331,acc_000042,manager,SG,50
usr_0000332,acc_000043,admin,AU,43
usr_0000333,acc_000043,learner,AU,62
usr_0000334,acc_000043,learner,US,155
usr_0000335,acc_000044,admin,GB,50
usr_0000336,acc_000044,learner,GB,4
usr_0000337,acc_000044,manager,AU,56
usr_0000338,acc_000044,learner,SG,31
usr_0000339,acc_000044,learner,AU,45
usr_0000340,acc_000044,learner,GB,45
usr_0000341,acc_000044,learner,NZ,37
usr_0000342,acc_000045,admin,SG,50
usr_0000343,acc_000045,learner,AU,14
usr_0000344,acc_000045,learner,NZ,15
usr_0000345,acc_000045,learner,AU,56
usr_0000346,acc_000045,learner,AU,53
usr_0000347,acc_000046,admin,AU,5
usr_0000348,acc_000046,manager,AU,28
usr_0000349,acc_000046,learner,AU,2
usr_0000350,acc_000046,learner,SG,27
usr_0000351,acc_000047,admin,NZ,26
usr_0000352,acc_000047,learner,NZ,17
usr_0000353,acc_000047,learner,AU,14
usr_0000354,acc_000047,manager,AU,57
usr_0000355,acc_000047,manager,GB,32
usr_0000356,acc_000047,learner,AU,17
usr_0000357,acc_000047,learner,AU,4
usr_0000358,acc_000047,learner,SG,21
usr_0000359,acc_000047,manager,AU,19
usr_0000360,acc_000047,learner,GB,54
usr_0000361,acc_000047,manager,GB,8
usr_0000362,acc_000048,admin,US,0
usr_0000363,acc_000048,learner,AU,22
usr_0000364,acc_000048,learner,NZ,25
usr_0000365,acc_000048,learner,GB,0
usr_0000366,acc_000048,learner,SG,48
usr_0000367,acc_000048,learner,US,14
usr_0000368,acc_000048,manager,GB,30
usr_0000369,acc_000048,manager,SG,35
usr_0000370,acc_000048,learner,GB,29
usr_0000371,acc_000048,manager,AU,54
usr_0000372,acc_000048,manager,GB,44
usr_0000373,acc_000048,learner,NZ,54
usr_0000374,acc_000048,learner,AU,36
usr_0000375,acc_000048,learner,AU,47
usr_0000376,acc_000048,manager,GB,53
usr_0000377,acc_000048,learner,AU,27
usr_0000378,acc_000048,learner,NZ,49
usr_0000379,acc_000048,learner,AU,37
usr_0000380,acc_000048,manager,GB,59
usr_0000381,acc_000048,manager,US,21
usr_0000382,acc_000048,learner,GB,58
usr_0000383,acc_000048,learner,US,24
usr_0000384,acc_000048,manager,AU,34
usr_0000385,acc_000048,learner,NZ,21
usr_0000386,acc_000048,learner,NZ,57
usr_0000387,acc_000049,admin,AU,6
usr_0000388,acc_000049,learner,AU,52
usr_0000389,acc_000049,learner,NZ,11
usr_0000390,acc_000049,manager,US,24
usr_0000391,acc_000050,admin,AU,18
usr_0000392,acc_000050,learner,AU,3
usr_0000393,acc_000050,learner,AU,20
usr_0000394,acc_000050,learner,NZ,10
usr_0000395,acc_000050,learner,AU,26
usr_0000396,acc_000050,learner,AU,57
usr_0000397,acc_000050,learner,AU,13
usr_0000398,acc_000050,manager,GB,42
usr_0000399,acc_000051,admin,AU,36
usr_0000400,acc_000051,learner,SG,32
usr_0000401,acc_000051,learner,NZ,12
usr_0000402,acc_000051,manager,AU,4
usr_0000403,acc_000051,learner,SG,15
usr_0000404,acc_000051,learner,US,56
usr_0000405,acc_000051,learner,NZ,2
usr_0000406,acc_000051,learner,AU,56
usr_0000407,acc_000051,learner,AU,53
usr_0000408,acc_000051,learner,AU,39
usr_0000409,acc_000051,learner,GB,26
usr_0000410,acc_000051,manager,US,46
usr_0000411,acc_000051,learner,AU,42
usr_0000412,acc_000051,manager,SG,25
usr_0000413,acc_000051,learner,AU,56
usr_0000414,acc_000051,learner,AU,40
usr_0000415,acc_000051,learner,GB,4
usr_0000416,acc_000051,learner,GB,13
usr_0000417,acc_000051,learner,NZ,48
usr_0000418,acc_000051,learner,US,4
usr_0000419,acc_000051,learner,SG,49
usr_0000420,acc_000051,manager,NZ,16
usr_0000421,acc_000051,manager,AU,1
usr_0000422,acc_000052,admin,SG,43
usr_0000423,acc_000052,learner,AU,47
usr_0000424,acc_000052,learner,AU,2
usr_0000425,acc_000052,manager,AU,58
usr_0000426,acc_000052,manager,GB,29
usr_0000427,acc_000052,learner,AU,35
usr_0000428,acc_000052,learner,GB,28
usr_0000429,acc_000052,manager,GB,53
usr_0000430,acc_000052,manager,GB,38
usr_0000431,acc_000052,manager,AU,34
usr_0000432,acc_000053,admin,AU,32
usr_0000433,acc_000053,learner,AU,121
usr_0000434,acc_000053,manager,GB,166
usr_0000435,acc_000053,manager,GB,192
usr_0000436,acc_000053,learner,SG,198
usr_0000437,acc_000054,admin,AU,19
usr_0000438,acc_000054,learner,SG,3
usr_0000439,acc_000054,learner,GB,59
usr_0000440,acc_000054,manager,US,12
usr_0000441,acc_000054,manager,NZ,0
usr_0000442,acc_000055,admin,GB,43
usr_0000443,acc_000055,learner,AU,56
usr_0000444,acc_000055,manager,GB,42
usr_0000445,acc_000055,manager,AU,26
usr_0000446,acc_000055,learner,GB,20
usr_0000447,acc_000055,learner,AU,13
usr_0000448,acc_000055,learner,AU,27
usr_0000449,acc_000055,manager,AU,22
usr_0000450,acc_000055,manager,AU,41
usr_0000451,acc_000055,manager,AU,29
usr_0000452,acc_000055,manager,GB,17
usr_0000453,acc_000055,learner,AU,4
usr_0000454,acc_000055,learner,NZ,49
usr_0000455,acc_000055,learner,US,6
usr_0000456,acc_000055,learner,GB,59
usr_0000457,acc_000055,learner,AU,6
usr_0000458,acc_000055,learner,US,44
usr_0000459,acc_000055,learner,US,49
usr_0000460,acc_000056,admin,AU,40
usr_0000461,acc_000056,learner,GB,54
usr_0000462,acc_000056,learner,AU,1
usr_0000463,acc_000057,admin,US,144
usr_0000464,acc_000057,learner,SG,89
usr_0000465,acc_000057,learner,GB,33
usr_0000466,acc_000057,manager,SG,61
usr_0000467,acc_000057,manager,GB,92
usr_0000468,acc_000057,learner,AU,125
usr_0000469,acc_000058,admin,AU,9
usr_0000470,acc_000058,learner,SG,15
usr_0000471,acc_000058,learner,SG,60
usr_0000472,acc_000058,learner,US,8
usr_0000473,acc_000058,manager,SG,48
usr_0000474,acc_000058,manager,GB,26
usr_0000475,acc_000058,learner,AU,1
usr_0000476,acc_000058,manager,GB,21
usr_0000477,acc_000058,manager,SG,58
usr_0000478,acc_000058,learner,US,51
usr_0000479,acc_000058,learner,GB,38
usr_0000480,acc_000058,learner,SG,11
usr_0000481,acc_000058,learner,AU,55
usr_0000482,acc_000058,learner,US,3
usr_0000483,acc_000058,learner,AU,13
usr_0000484,acc_000058,manager,AU,35
usr_0000485,acc_000058,learner,US,15
usr_0000486,acc_000058,learner,NZ,29
usr_0000487,acc_000058,manager,GB,15
usr_0000488,acc_000058,learner,SG,19
usr_0000489,acc_000058,manager,NZ,40
usr_0000490,acc_000058,manager,US,30
usr_0000491,acc_000058,manager,US,25
usr_0000492,acc_000059,admin,AU,28
usr_0000493,acc_000059,learner,SG,27
usr_0000494,acc_000059,learner,GB,50
usr_0000495,acc_000059,learner,GB,27
usr_0000496,acc_000059,learner,GB,58
usr_0000497,acc_000060,admin,SG,9
usr_0000498,acc_000060,learner,AU,24
usr_0000499,acc_000060,learner,NZ,24
usr_0000500,acc_000060,learner,NZ,21
usr_0000501,acc_000060,manager,NZ,9
usr_0000502,acc_000060,learner,AU,55
usr_0000503,acc_000060,learner,GB,31
usr_0000504,acc_000060,learner,NZ,25
usr_0000505,acc_000061,admin,AU,19
usr_0000506,acc_000061,learner,SG,26
usr_0000507,acc_000061,learner,US,7
usr_0000508,acc_000061,learner,SG,12
usr_0000509,acc_000061,learner,US,49
usr_0000510,acc_000061,learner,GB,32
usr_0000511,acc_000061,learner,SG,23
usr_0000512,acc_000061,learner,GB,59
usr_0000513,acc_000061,learner,AU,30
usr_0000514,acc_000062,admin,US,23
usr_0000515,acc_000062,learner,GB,44
usr_0000516,acc_000063,admin,AU,146
usr_0000517,acc_000063,learner,AU,93
usr_0000518,acc_000063,learner,US,71
usr_0000519,acc_000064,admin,AU,5
usr_0000520,acc_000064,learner,US,25
usr_0000521,acc_000065,admin,US,5
usr_0000522,acc_000065,learner,AU,27
usr_0000523,acc_000065,manager,NZ,44
usr_0000524,acc_000065,manager,US,42
usr_0000525,acc_000065,learner,SG,46
usr_0000526,acc_000065,learner,US,46
usr_0000527,acc_000066,admin,AU,36
usr_0000528,acc_000066,learner,AU,9
usr_0000529,acc_000066,manager,AU,47
usr_0000530,acc_000066,learner,AU,10
usr_0000531,acc_000066,learner,AU,4
usr_0000532,acc_000067,admin,SG,41
usr_0000533,acc_000067,manager,NZ,11
usr_0000534,acc_000067,learner,GB,12
usr_0000535,acc_000067,learner,SG,7
usr_0000536,acc_000067,learner,GB,11
usr_0000537,acc_000068,admin,AU,76
usr_0000538,acc_000068,learner,AU,134
usr_0000539,acc_000068,learner,US,57
usr_0000540,acc_000069,admin,AU,51
usr_0000541,acc_000069,learner,AU,117
usr_0000542,acc_000069,manager,AU,154
usr_0000543,acc_000069,learner,AU,45
usr_0000544,acc_000069,manager,US,200
usr_0000545,acc_000069,learner,US,54
usr_0000546,acc_000070,admin,SG,0
usr_0000547,acc_000070,learner,SG,48
usr_0000548,acc_000070,manager,NZ,48
usr_0000549,acc_000070,manager,NZ,23
usr_0000550,acc_000070,learner,AU,20
usr_0000551,acc_000070,learner,US,42
usr_0000552,acc_000070,learner,SG,22
usr_0000553,acc_000071,admin,GB,0
usr_0000554,acc_000071,learner,GB,46
usr_0000555,acc_000071,learner,US,1
usr_0000556,acc_000071,learner,US,17
usr_0000557,acc_000071,learner,GB,15
usr_0000558,acc_000071,learner,SG,42
usr_0000559,acc_000071,learner,SG,42
usr_0000560,acc_000071,manager,US,60
usr_0000561,acc_000071,learner,AU,23
usr_0000562,acc_000072,admin,US,47
usr_0000563,acc_000072,manager,NZ,38
usr_0000564,acc_000072,learner,GB,50
usr_0000565,acc_000072,manager,NZ,59
usr_0000566,acc_000072,learner,NZ,42
usr_0000567,acc_000072,learner,US,46
usr_0000568,acc_000072,learner,SG,45
usr_0000569,acc_000072,manager,SG,36
usr_0000570,acc_000072,learner,GB,2
usr_0000571,acc_000073,admin,NZ,5
usr_0000572,acc_000073,manager,GB,35
usr_0000573,acc_000073,learner,NZ,57
usr_0000574,acc_000073,learner,AU,42
usr_0000575,acc_000073,learner,AU,10
usr_0000576,acc_000073,learner,GB,5
usr_0000577,acc_000074,admin,NZ,45
usr_0000578,acc_000074,manager,US,20
usr_0000579,acc_000074,learner,GB,14
usr_0000580,acc_000074,learner,GB,60
usr_0000581,acc_000074,learner,AU,8
usr_0000582,acc_000075,admin,SG,31
usr_0000583,acc_000075,manager,GB,55
usr_0000584,acc_000075,manager,SG,59
usr_0000585,acc_000075,learner,SG,24
usr_0000586,acc_000075,learner,GB,46
usr_0000587,acc_000075,learner,SG,35
usr_0000588,acc_000075,learner,NZ,14
usr_0000589,acc_000075,manager,AU,5
usr_0000590,acc_000075,manager,AU,37
usr_0000591,acc_000075,learner,GB,7
usr_0000592,acc_000075,learner,AU,20
usr_0000593,acc_000075,learner,SG,0
usr_0000594,acc_000075,manager,SG,12
usr_0000595,acc_000075,learner,US,20
usr_0000596,acc_000075,learner,GB,59
usr_0000597,acc_000075,learner,SG,38
usr_0000598,acc_000075,learner,AU,0
usr_0000599,acc_000075,learner,NZ,9
usr_0000600,acc_000075,learner,AU,14
usr_0000601,acc_000075,learner,NZ,38
usr_0000602,acc_000075,manager,GB,54
usr_0000603,acc_000075,learner,GB,38
usr_0000604,acc_000075,manager,SG,44
usr_0000605,acc_000075,manager,US,45
usr_0000606,acc_000075,learner,SG,13
usr_0000607,acc_000076,admin,AU,24
usr_0000608,acc_000076,manager,GB,9
usr_0000609,acc_000076,learner,AU,46
usr_0000610,acc_000076,learner,AU,47
usr_0000611,acc_000076,manager,US,11
usr_0000612,acc_000077,admin,GB,106
usr_0000613,acc_000077,learner,GB,70
usr_0000614,acc_000077,learner,SG,116
usr_0000615,acc_000077,learner,NZ,119
usr_0000616,acc_000077,learner,AU,165
usr_0000617,acc_000078,admin,AU,59
usr_0000618,acc_000078,manager,US,25
usr_0000619,acc_000078,manager,AU,50
usr_0000620,acc_000078,learner,GB,54
usr_0000621,acc_000078,learner,AU,41
usr_0000622,acc_000078,manager,AU,44
usr_0000623,acc_000078,learner,US,13
usr_0000624,acc_000078,manager,GB,47
usr_0000625,acc_000078,learner,AU,54
usr_0000626,acc_000078,learner,GB,54
usr_0000627,acc_000078,manager,US,27
usr_0000628,acc_000078,learner,AU,3
usr_0000629,acc_000078,manager,US,11
usr_0000630,acc_000078,learner,AU,32
usr_0000631,acc_000078,learner,SG,9
usr_0000632,acc_000078,learner,NZ,2
usr_0000633,acc_000078,manager,AU,19
usr_0000634,acc_000079,admin,US,197
usr_0000635,acc_000079,learner,GB,198
usr_0000636,acc_000079,manager,NZ,196
usr_0000637,acc_000079,learner,SG,143
usr_0000638,acc_000079,learner,AU,51
usr_0000639,acc_000079,manager,SG,160
usr_0000640,acc_000080,admin,AU,36
usr_0000641,acc_000080,learner,NZ,44
usr_0000642,acc_000080,learner,GB,11
usr_0000643,acc_000080,learner,US,44
usr_0000644,acc_000080,learner,SG,6
usr_0000645,acc_000080,manager,GB,55
usr_0000646,acc_000080,learner,AU,52
usr_0000647,acc_000081,admin,AU,52
usr_0000648,acc_000081,learner,GB,31
usr_0000649,acc_000081,manager,GB,34
usr_0000650,acc_000081,learner,GB,7
usr_0000651,acc_000082,admin,US,57
usr_0000652,acc_000082,manager,US,44
usr_0000653,acc_000082,manager,SG,51
usr_0000654,acc_000082,manager,AU,36
usr_0000655,acc_000082,manager,AU,35
usr_0000656,acc_000082,manager,GB,5
usr_0000657,acc_000082,learner,SG,23
usr_0000658,acc_000083,admin,AU,60
usr_0000659,acc_000083,learner,AU,2
usr_0000660,acc_000083,learner,SG,50
usr_0000661,acc_000083,manager,SG,8
usr_0000662,acc_000083,learner,GB,33
usr_0000663,acc_000083,learner,US,38
usr_0000664,acc_000083,learner,AU,6
