account_id,month,active_days,recipes_cooked,recipes_saved,missed_meal_plans,seats_used,support_tickets,support_ticket_category
acc_000009,2024-04-01,20,22,16,0,1,0,none
acc_000009,2024-05-01,17,28,9,0,1,0,none
acc_000010,2023-11-01,3,0,2,0,1,0,none
acc_000010,2023-12-01,8,0,17,0,1,0,none
acc_000010,2024-01-01,8,1,9,1,2,0,none
acc_000010,2024-02-01,2,0,15,0,2,3,product
acc_000010,2024-03-01,2,0,21,0,2,3,account
acc_000010,2024-04-01,13,1,5,0,1,0,none
acc_000010,2024-05-01,15,0,16,0,1,0,none
acc_000011,2023-11-01,23,12,12,1,1,0,none
acc_000011,2023-12-01,13,28,11,2,1,0,none
acc_000011,2024-01-01,21,25,2,0,1,0,none
acc_000011,2024-02-01,18,36,8,0,1,0,none
acc_000011,2024-03-01,20,29,11,0,1,0,none
acc_000011,2024-04-01,19,29,19,0,1,0,none
acc_000011,2024-05-01,25,8,17,1,1,2,account
acc_000012,2022-12-01,26,35,17,2,1,0,none
acc_000012,2023-01-01,18,33,17,0,1,0,none
acc_000012,2023-02-01,19,21,16,0,1,0,none
acc_000012,2023-03-01,25,20,12,1,1,0,none
acc_000012,2023-04-01,9,19,3,0,1,0,none
acc_000012,2023-05-01,20,17,8,1,1,0,none
acc_000012,2023-06-01,24,6,13,0,1,0,none
acc_000012,2023-07-01,13,25,9,1,1,0,none
acc_000012,2023-08-01,23,26,20,1,1,0,none
acc_000012,2023-09-01,20,20,8,1,1,0,none
acc_000012,2023-10-01,21,32,19,1,1,0,none
acc_000012,2023-11-01,16,24,7,0,1,0,none
acc_000012,2023-12-01,13,34,13,1,1,3,product
acc_000012,2024-01-01,17,16,7,0,1,0,none
acc_000012,2024-02-01,19,18,4,0,1,0,none
acc_000012,2024-03-01,27,29,16,1,1,0,none
acc_000012,2024-04-01,19,26,18,2,1,0,none
acc_000012,2024-05-01,21,25,6,0,1,0,none
acc_000013,2023-06-01,19,38,14,0,1,0,none
acc_000013,2023-07-01,21,19,17,1,1,0,none
acc_000013,2023-08-01,16,32,11,1,1,0,none
acc_000013,2023-09-01,21,30,10,1,1,0,none
acc_000013,2023-10-01,15,25,1,1,1,0,none
acc_000013,2023-11-01,23,27,7,0,1,0,none
acc_000013,2023-12-01,8,28,10,0,1,0,none
acc_000013,2024-01-01,29,19,3,1,1,0,none
acc_000013,2024-02-01,21,38,11,0,1,0,none
acc_000013,2024-03-01,18,15,12,2,1,0,none
acc_000013,2024-04-01,26,38,11,1,1,0,none
acc_000013,2024-05-01,14,17,20,2,1,0,none
acc_000014,2024-03-01,25,35,16,0,1,0,none
acc_000014,2024-04-01,18,19,15,2,1,0,none
acc_000014,2024-05-01,16,23,8,0,1,0,none
acc_000015,2022-12-01,13,0,4,0,1,0,none
acc_000015,2023-01-01,11,1,8,1,1,0,none
acc_000015,2023-02-01,8,2,5,1,1,3,product
acc_000015,2023-03-01,3,0,2,0,1,0,none
acc_000015,2023-04-01,13,1,8,0,1,0,none
acc_000015,2023-05-01,14,2,8,1,1,2,none
acc_000015,2023-06-01,8,0,14,0,1,0,none
acc_000015,2023-07-01,2,0,11,0,1,2,product
acc_000015,2023-08-01,4,1,10,1,1,0,none
acc_000015,2023-09-01,11,1,10,1,1,0,none
acc_000015,2023-10-01,9,2,10,0,1,2,product
acc_000015,2023-11-01,14,0,5,0,1,0,none
acc_000015,2023-12-01,8,1,8,1,1,0,none
acc_000015,2024-01-01,5,1,9,0,1,0,none
acc_000015,2024-02-01,9,0,5,0,1,0,none
acc_000015,2024-03-01,9,1,1,0,1,0,none
acc_000015,2024-04-01,9,0,9,0,1,0,none
acc_000015,2024-05-01,9,1,11,0,1,3,product
acc_000016,2023-01-01,5,0,3,0,1,0,none
acc_000016,2023-02-01,15,0,2,0,1,0,none
acc_000016,2023-03-01,9,0,11,0,1,0,none
acc_000016,2023-04-01,10,1,2,1,1,0,none
acc_000016,2023-05-01,5,3,7,3,1,0,none
acc_000016,2023-06-01,5,1,5,1,1,0,none
acc_000016,2023-07-01,10,0,14,0,1,0,none
acc_000016,2023-08-01,5,0,1,0,1,0,none
acc_000016,2023-09-01,3,2,18,2,1,0,none
acc_000016,2023-10-01,9,1,12,1,1,0,none
acc_000016,2023-11-01,8,0,7,0,1,0,none
acc_000016,2023-12-01,6,0,15,0,1,0,none
acc_000016,2024-01-01,6,0,12,0,1,0,none
acc_000016,2024-02-01,9,1,7,1,1,0,none
acc_000016,2024-03-01,6,1,9,1,1,0,none
acc_000016,2024-04-01,9,0,3,0,1,0,none
acc_000016,2024-05-01,5,2,1,0,1,0,none
acc_000017,2023-09-01,20,23,17,0,1,0,none
acc_000017,2023-10-01,15,14,20,1,1,0,none
acc_000017,2023-11-01,20,29,13,1,1,0,none
acc_000017,2023-12-01,22,12,4,0,1,0,none
acc_000017,2024-01-01,18,28,13,0,1,1,product
acc_000017,2024-02-01,25,38,17,0,1,0,none
acc_000017,2024-03-01,16,32,19,1,1,0,none
acc_000017,2024-04-01,28,15,10,2,1,1,product
acc_000017,2024-05-01,19,18,19,1,1,0,none
acc_000018,2023-11-01,17,19,17,0,1,0,none
acc_000018,2023-12-01,7,33,22,0,1,0,none
acc_000018,2024-01-01,15,30,6,1,1,0,none
acc_000018,2024-02-01,17,24,10,2,1,0,none
acc_000018,2024-03-01,20,36,14,0,1,0,none
acc_000018,2024-04-01,19,15,15,0,1,0,none
acc_000018,2024-05-01,22,26,10,1,1,0,none
acc_000019,2022-12-01,7,1,18,0,2,0,none
acc_000019,2023-01-01,4,0,1,0,1,0,none
acc_000019,2023-02-01,12,1,5,0,1,0,none
acc_000019,2023-03-01,17,1,19,0,1,0,none
acc_000019,2023-04-01,11,1,15,0,2,0,none
acc_000019,2023-05-01,9,1,17,1,2,0,none
acc_000019,2023-06-01,10,0,18,0,1,0,none
acc_000019,2023-07-01,3,0,7,0,1,1,none
acc_000019,2023-08-01,9,0,11,0,1,0,none
acc_000019,2023-09-01,5,1,15,1,2,0,none
acc_000019,2023-10-01,7,0,8,0,1,0,none
acc_000019,2023-11-01,6,0,13,0,2,3,none
acc_000019,2023-12-01,4,0,1,0,1,0,none
acc_000019,2024-01-01,16,1,6,0,2,3,product
acc_000019,2024-02-01,6,2,7,0,1,0,none
acc_000019,2024-03-01,8,0,15,0,1,0,none
acc_000019,2024-04-01,7,2,4,1,1,0,none
acc_000019,2024-05-01,6,1,3,0,1,0,none
acc_000020,2023-01-01,1,0,9,0,1,2,product
acc_000020,2023-02-01,1,1,17,0,1,0,none
acc_000020,2023-03-01,11,0,14,0,1,0,none
acc_000020,2023-04-01,11,3,13,1,1,0,none
acc_000020,2023-05-01,3,1,6,1,1,0,none
acc_000020,2023-06-01,2,0,8,0,1,3,product
acc_000020,2023-07-01,4,1,17,0,1,0,none
acc_000020,2023-08-01,6,1,6,0,1,0,none
acc_000020,2023-09-01,9,2,8,0,1,2,none
acc_000020,2023-10-01,7,0,13,0,1,0,none
acc_000020,2023-11-01,9,0,5,0,1,0,none
acc_000020,2023-12-01,1,0,7,0,1,0,none
acc_000020,2024-01-01,1,0,16,0,1,0,none
acc_000020,2024-02-01,4,1,3,1,1,0,none
acc_000020,2024-03-01,6,0,13,0,1,0,none
acc_000020,2024-04-01,8,4,1,2,1,0,none
acc_000020,2024-05-01,5,5,3,0,1,0,none
acc_000021,2024-02-01,12,1,12,1,1,0,none
acc_000021,2024-03-01,10,0,10,0,1,0,none
acc_000021,2024-04-01,3,0,0,0,1,0,none
acc_000021,2024-05-01,1,0,4,0,1,0,none
acc_000022,2024-05-01,23,25,12,0,1,0,none
acc_000023,2024-05-01,10,1,10,1,2,0,none
acc_000024,2023-02-01,21,41,13,2,1,0,none
acc_000024,2023-03-01,16,12,12,1,1,0,none
acc_000024,2023-04-01,24,28,14,1,1,0,none
acc_000024,2023-05-01,16,26,14,0,1,0,none
acc_000024,2023-06-01,28,25,13,2,1,0,none
acc_000024,2023-07-01,15,17,6,0,1,1,account
acc_000024,2023-08-01,15,14,13,0,1,0,none
acc_000024,2023-09-01,25,12,19,0,1,0,none
acc_000024,2023-10-01,17,30,14,4,1,0,none
acc_000024,2023-11-01,10,23,21,2,1,0,none
acc_000024,2023-12-01,18,17,11,0,1,0,none
acc_000024,2024-01-01,26,28,12,0,1,0,none
acc_000024,2024-02-01,15,22,16,1,1,1,account
acc_000024,2024-03-01,18,14,17,0,1,0,none
acc_000024,2024-04-01,17,36,11,0,1,0,none
acc_000024,2024-05-01,24,31,17,1,1,0,none
acc_000025,2023-07-01,18,19,10,0,1,0,none
acc_000025,2023-08-01,18,16,11,0,1,0,none
acc_000025,2023-09-01,18,22,14,1,1,2,product
acc_000025,2023-10-01,18,19,20,0,1,0,none
acc_000025,2023-11-01,13,31,19,2,1,0,none
acc_000025,2023-12-01,16,23,2,1,1,0,none
acc_000025,2024-01-01,18,15,17,2,1,0,none
acc_000025,2024-02-01,21,26,9,1,1,0,none
acc_000025,2024-03-01,10,28,13,1,1,0,none
acc_000025,2024-04-01,25,30,17,0,1,0,none
acc_000025,2024-05-01,30,26,21,1,1,3,product
acc_000026,2024-02-01,14,1,14,1,1,0,none
acc_000026,2024-03-01,4,0,12,0,1,0,none
acc_000026,2024-04-01,7,1,2,0,1,0,none
acc_000026,2024-05-01,5,0,2,0,1,0,none
acc_000027,2023-07-01,7,0,7,0,1,0,none
acc_000027,2023-08-01,5,1,6,0,1,0,none
acc_000027,2023-09-01,8,2,10,1,1,0,none
acc_000027,2023-10-01,11,1,9,0,1,0,none
acc_000027,2023-11-01,4,2,15,1,1,0,none
acc_000027,2023-12-01,7,1,11,1,1,0,none
acc_000027,2024-01-01,6,1,14,1,1,0,none
acc_000027,2024-02-01,10,0,12,0,1,2,billing
acc_000027,2024-03-01,6,0,14,0,1,0,none
acc_000027,2024-04-01,1,3,2,1,1,0,none
acc_000027,2024-05-01,5,6,0,0,1,0,none
acc_000028,2023-12-01,14,34,10,2,1,0,none
acc_000028,2024-01-01,24,23,14,0,1,0,none
acc_000028,2024-02-01,12,20,20,2,1,0,none
acc_000028,2024-03-01,16,26,14,3,1,0,none
acc_000028,2024-04-01,12,2,6,0,1,0,none
acc_000028,2024-05-01,1,0,2,0,1,2,product
acc_000029,2023-12-01,11,18,14,1,1,0,none
acc_000029,2024-01-01,23,28,7,3,1,0,none
acc_000029,2024-02-01,26,19,23,1,1,0,none
acc_000029,2024-03-01,15,21,25,0,1,0,none
acc_000029,2024-04-01,16,23,10,1,1,0,none
acc_000029,2024-05-01,18,21,19,0,1,0,none
acc_000030,2024-04-01,20,29,7,0,1,0,none
acc_000030,2024-05-01,17,14,25,0,1,0,none
acc_000031,2023-02-01,21,20,9,0,1,0,none
acc_000031,2023-03-01,18,22,11,0,1,0,none
acc_000031,2023-04-01,14,17,8,1,1,0,none
acc_000031,2023-05-01,20,17,8,1,1,0,none
acc_000031,2023-06-01,17,18,8,0,1,0,none
acc_000031,2023-07-01,20,16,11,0,1,0,none
acc_000031,2023-08-01,12,20,5,1,1,0,none
acc_000031,2023-09-01,19,45,19,0,1,0,none
acc_000031,2023-10-01,28,12,11,0,1,0,none
acc_000031,2023-11-01,15,26,13,0,1,0,none
acc_000031,2023-12-01,22,29,11,0,1,0,none
acc_000031,2024-01-01,11,41,8,1,1,0,none
acc_000031,2024-02-01,13,22,15,0,1,0,none
acc_000031,2024-03-01,18,30,7,2,1,0,none
acc_000031,2024-04-01,10,0,3,0,1,0,none
acc_000031,2024-05-01,10,3,2,0,1,0,none
acc_000032,2022-12-01,16,1,9,0,1,0,none
acc_000032,2023-01-01,7,0,5,0,1,0,none
acc_000032,2023-02-01,13,0,5,0,1,0,none
acc_000032,2023-03-01,12,2,13,2,1,0,none
acc_000032,2023-04-01,15,0,10,0,1,0,none
acc_000032,2023-05-01,7,0,1,0,1,0,none
acc_000032,2023-06-01,4,1,14,1,1,0,none
acc_000032,2023-07-01,11,0,3,0,1,0,none
acc_000032,2023-08-01,4,0,3,0,1,2,none
acc_000032,2023-09-01,15,0,24,0,1,0,none
acc_000032,2023-10-01,9,0,8,0,1,0,none
acc_000032,2023-11-01,17,0,6,0,1,0,none
acc_000032,2023-12-01,1,1,12,1,1,0,none
acc_000032,2024-01-01,14,1,13,1,1,0,none
acc_000032,2024-02-01,11,0,2,0,1,0,none
acc_000032,2024-03-01,9,0,12,0,1,0,none
acc_000032,2024-04-01,10,4,3,1,1,0,none
acc_000032,2024-05-01,1,4,1,0,1,3,account
acc_000033,2023-07-01,19,32,12,1,1,0,none
acc_000033,2023-08-01,21,10,7,0,1,0,none
acc_000033,2023-09-01,15,18,15,1,1,0,none
acc_000033,2023-10-01,14,26,15,1,1,0,none
acc_000033,2023-11-01,27,24,14,1,1,2,account
acc_000033,2023-12-01,24,45,18,2,1,0,none
acc_000033,2024-01-01,4,37,21,0,1,0,none
acc_000033,2024-02-01,21,27,3,0,1,0,none
acc_000033,2024-03-01,17,14,13,1,1,0,none
acc_000033,2024-04-01,15,28,7,0,1,0,none
acc_000033,2024-05-01,15,23,14,1,1,1,product
acc_000034,2022-12-01,18,30,18,1,1,0,none
acc_000034,2023-01-01,22,34,7,0,1,0,none
acc_000034,2023-02-01,16,30,1,0,1,0,none
acc_000034,2023-03-01,10,14,11,3,1,0,none
acc_000034,2023-04-01,17,18,13,0,1,0,none
acc_000034,2023-05-01,12,23,17,1,1,0,none
acc_000034,2023-06-01,9,26,6,0,1,0,none
acc_000034,2023-07-01,18,24,10,2,1,3,product
acc_000034,2023-08-01,17,35,13,1,1,0,none
acc_000034,2023-09-01,22,15,17,0,1,0,none
acc_000034,2023-10-01,18,7,4,0,1,0,none
acc_000034,2023-11-01,9,9,12,1,1,0,none
acc_000034,2023-12-01,20,30,2,1,1,2,product
acc_000034,2024-01-01,21,26,18,1,1,0,none
acc_000034,2024-02-01,20,27,10,2,1,0,none
acc_000034,2024-03-01,8,21,15,1,1,0,none
acc_000034,2024-04-01,23,26,14,0,1,0,none
acc_000034,2024-05-01,15,29,15,0,1,0,none
acc_000035,2023-01-01,11,27,11,0,1,0,none
acc_000035,2023-02-01,27,12,20,0,1,0,none
acc_000035,2023-03-01,23,18,17,0,1,0,none
acc_000035,2023-04-01,17,11,12,0,1,0,none
acc_000035,2023-05-01,30,17,12,0,1,0,none
acc_000035,2023-06-01,21,9,19,1,1,0,none
acc_000035,2023-07-01,20,8,16,0,1,0,none
acc_000035,2023-08-01,20,29,9,0,1,0,none
acc_000035,2023-09-01,21,20,8,0,1,0,none
acc_000035,2023-10-01,8,14,10,0,1,0,none
acc_000035,2023-11-01,16,17,13,1,1,0,none
acc_000035,2023-12-01,19,16,10,0,1,0,none
acc_000035,2024-01-01,11,30,8,1,1,0,none
acc_000035,2024-02-01,17,23,20,0,1,0,none
acc_000035,2024-03-01,11,25,9,2,1,0,none
acc_000035,2024-04-01,15,35,12,0,1,2,product
acc_000035,2024-05-01,15,27,12,2,1,3,product
acc_000036,2024-03-01,13,24,5,0,1,0,none
acc_000036,2024-04-01,29,23,14,1,1,0,none
acc_000036,2024-05-01,17,36,8,0,1,0,none
acc_000037,2024-05-01,19,21,13,3,1,0,none
acc_000038,2023-11-01,8,0,11,0,1,3,product
acc_000038,2023-12-01,5,0,14,0,1,0,none
acc_000038,2024-01-01,5,0,2,0,1,2,none
acc_000038,2024-02-01,2,0,7,0,1,0,none
acc_000038,2024-03-01,13,1,15,0,1,0,none
acc_000038,2024-04-01,13,0,4,0,1,0,none
acc_000038,2024-05-01,10,0,14,0,1,0,none
acc_000039,2023-05-01,7,1,4,1,1,0,none
acc_000039,2023-06-01,12,0,3,0,1,0,none
acc_000039,2023-07-01,4,1,18,0,1,2,account
acc_000039,2023-08-01,7,0,7,0,1,0,none
acc_000039,2023-09-01,14,1,10,0,1,0,none
acc_000039,2023-10-01,4,0,12,0,1,0,none
acc_000039,2023-11-01,14,0,16,0,1,0,none
acc_000039,2023-12-01,8,0,14,0,1,1,none
acc_000039,2024-01-01,9,0,12,0,1,0,none
acc_000039,2024-02-01,13,1,16,1,1,0,none
acc_000039,2024-03-01,4,0,19,0,1,0,none
acc_000039,2024-04-01,9,5,1,1,1,0,none
acc_000039,2024-05-01,13,0,3,0,1,0,none
acc_000040,2022-12-01,17,24,11,0,1,0,none
acc_000040,2023-01-01,24,8,8,2,1,0,none
acc_000040,2023-02-01,18,10,8,2,1,0,none
acc_000040,2023-03-01,19,19,7,0,1,0,none
acc_000040,2023-04-01,19,13,19,1,1,0,none
acc_000040,2023-05-01,8,13,15,0,1,3,account
acc_000040,2023-06-01,17,21,11,0,1,0,none
acc_000040,2023-07-01,21,13,11,1,1,0,none
acc_000040,2023-08-01,17,29,11,0,1,2,product
acc_000040,2023-09-01,28,8,18,0,1,0,none
acc_000040,2023-10-01,14,22,12,1,1,3,product
acc_000040,2023-11-01,11,24,13,0,1,0,none
acc_000040,2023-12-01,10,37,12,0,1,0,none
acc_000040,2024-01-01,16,26,10,0,1,1,none
acc_000040,2024-02-01,18,21,10,0,1,0,none
acc_000040,2024-03-01,20,22,10,0,1,0,none
acc_000040,2024-04-01,12,29,14,1,1,0,none
acc_000040,2024-05-01,24,24,6,0,1,0,none
acc_000041,2023-09-01,6,1,1,1,1,0,none
acc_000041,2023-10-01,8,1,1,0,1,0,none
acc_000041,2023-11-01,13,0,10,0,1,0,none
acc_000041,2023-12-01,4,0,11,0,1,0,none
acc_000041,2024-01-01,17,1,1,1,1,2,account
acc_000041,2024-02-01,11,1,13,0,1,2,product
acc_000041,2024-03-01,17,0,16,0,1,0,none
acc_000041,2024-04-01,8,0,5,0,1,0,none
acc_000041,2024-05-01,14,1,8,1,1,0,none
acc_000042,2022-12-01,20,21,14,1,1,0,none
acc_000042,2023-01-01,20,29,11,1,1,0,none
acc_000042,2023-02-01,14,28,11,0,1,0,none
acc_000042,2023-03-01,16,7,5,1,1,0,none
acc_000042,2023-04-01,23,13,8,1,1,0,none
acc_000042,2023-05-01,10,25,6,0,1,0,none
acc_000042,2023-06-01,21,33,14,0,1,0,none
acc_000042,2023-07-01,16,19,14,2,1,0,none
acc_000042,2023-08-01,22,36,16,0,1,0,none
acc_000042,2023-09-01,19,24,17,1,1,0,none
acc_000042,2023-10-01,26,17,16,1,1,0,none
acc_000042,2023-11-01,19,20,17,0,1,0,none
acc_000042,2023-12-01,26,23,15,0,1,0,none
acc_000042,2024-01-01,19,23,13,0,1,1,product
acc_000042,2024-02-01,11,26,9,1,1,0,none
acc_000042,2024-03-01,18,19,9,0,1,2,none
acc_000042,2024-04-01,23,13,14,2,1,0,none
acc_000042,2024-05-01,27,25,10,2,1,0,none
acc_000043,2023-04-01,16,35,6,2,1,0,none
acc_000043,2023-05-01,17,18,10,1,1,0,none
acc_000043,2023-06-01,10,22,16,1,1,0,none
acc_000043,2023-07-01,28,24,17,0,1,0,none
acc_000043,2023-08-01,15,34,10,1,1,2,product
acc_000043,2023-09-01,14,14,15,1,1,0,none
acc_000043,2023-10-01,23,35,4,1,1,1,account
acc_000043,2023-11-01,14,27,6,1,1,0,none
acc_000043,2023-12-01,13,25,11,0,1,0,none
acc_000043,2024-01-01,16,32,11,1,1,0,none
acc_000043,2024-02-01,17,24,16,2,1,0,none
acc_000043,2024-03-01,28,23,9,1,1,0,none
acc_000043,2024-04-01,21,36,11,0,1,0,none
acc_000043,2024-05-01,13,36,5,1,1,0,none
acc_000044,2023-04-01,22,14,7,2,1,0,none
acc_000044,2023-05-01,18,21,8,1,1,1,product
acc_000044,2023-06-01,22,17,18,2,1,0,none
acc_000044,2023-07-01,20,13,10,0,1,0,none
acc_000044,2023-08-01,22,22,9,0,1,3,billing
acc_000044,2023-09-01,23,31,8,1,1,0,none
acc_000044,2023-10-01,19,36,9,1,1,0,none
acc_000044,2023-11-01,15,31,25,0,1,0,none
acc_000044,2023-12-01,20,16,16,0,1,0,none
acc_000044,2024-01-01,17,14,17,0,1,0,none
acc_000044,2024-02-01,13,20,12,2,1,0,none
acc_000044,2024-03-01,24,12,12,0,1,0,none
acc_000044,2024-04-01,20,16,6,1,1,0,none
acc_000044,2024-05-01,9,19,10,1,1,0,none
acc_000045,2023-02-01,17,0,8,0,1,2,product
acc_000045,2023-03-01,3,0,1,0,1,0,none
acc_000045,2023-04-01,10,1,5,0,1,0,none
acc_000045,2023-05-01,2,2,7,0,1,0,none
acc_000045,2023-06-01,13,0,9,0,1,0,none
acc_000045,2023-07-01,11,0,11,0,1,0,none
acc_000045,2023-08-01,7,0,8,0,1,2,product
acc_000045,2023-09-01,4,0,8,0,1,0,none
acc_000045,2023-10-01,9,2,12,2,1,0,none
acc_000045,2023-11-01,9,1,15,0,1,0,none
acc_000045,2023-12-01,1,1,1,1,1,0,none
acc_000045,2024-01-01,5,1,9,1,1,0,none
acc_000045,2024-02-01,6,1,7,1,1,0,none
acc_000045,2024-03-01,13,1,13,0,1,0,none
acc_000045,2024-04-01,6,1,0,1,1,0,none
acc_000045,2024-05-01,2,4,1,0,1,0,none
acc_000046,2023-08-01,4,0,9,0,1,0,none
acc_000046,2023-09-01,5,2,5,0,1,0,none
acc_000046,2023-10-01,9,1,11,1,1,0,none
acc_000046,2023-11-01,8,1,6,1,1,0,none
acc_000046,2023-12-01,8,1,18,0,1,0,none
acc_000046,2024-01-01,10,1,1,0,1,0,none
acc_000046,2024-02-01,4,0,19,0,1,0,none
acc_000046,2024-03-01,3,2,5,0,1,0,none
